Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Devilled Fish, Drumstick Curry, Vegetable Balls","Red Rice with Devilled Fish, Drumstick Curry, Vegetable Balls","Red rice, Fish,  Chili,  Curry leaves, salt, Onion, Drumstick,  Coconut milk,  Spices, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","120.0, 90.0, 90.0, 150.0, 30.0, 15.0, 0.5, 40.0, 100.0, 20.0, 5.0, 30.0, 50.0, 10.0","SLA009, SLF006, SLI006, SLK004, SLD060, SLD041, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Red Rice,"Chicken Curry, Bitter Leaf Curry, Prawn Curry","Red Rice with Chicken Curry, Bitter Leaf Curry, Prawn Curry","Red rice, Chicken,  Coconut milk,  Spices, Bitter leaves,  Chillies, Prawn","120.0, 90.0, 110.0, 120.0, 20.0, 150.0, 25.0","SLA009, SLH006, SLI006, SLK004, SLD013, SLI005, SLK002, SLF043,  SLI005"
Red Rice,"Elumas Curry, Tapioca Chips, Cucumber Sambol","Red Rice with Elumas Curry, Tapioca Chips, Cucumber Sambol","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies, Cucumber,  Coconut,  pepper","120.0, 90.0, 90.0, 150.0, 60.0, 10.0, 4.0, 100.0, 40.0, 10.0, 10.0, 60.0","SLA009, SLH018, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002, SLD038, SLI005,  SLK018"
Red Rice,"Brinjal Moju, Jaffna Crab Curry, Maalu Badun","Red Rice with Brinjal Moju, Jaffna Crab Curry, Maalu Badun","Red rice, Eggplant,  Vinegar,  Spices, Crab,  Coconut milk,  Chillies, Fish,  Oil","120.0, 90.0, 90.0, 90.0, 80.0, 60.0, 100.0, 25.0, 10.0","SLA009, SLD019,  SLI017,  SLK004, SLF045,  SLI005, SLK002, SLF035, SLJ002"
Red Rice,"Carrot Sambol, Dhal Vade, Mango Chutney","Red Rice with Carrot Sambol, Dhal Vade, Mango Chutney","Red rice, Carrot,  Coconut,  pepper, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar","120.0, 90.0, 90.0, 150.0, 20.0, 10.0, 100.0, 15.0, 30.0, 40.0","SLA009, SLB002,  SLI005,  SLK018, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011"
Red Rice,"Brinjal Moju, Dry Fish Curry, Tender Jackfruit Fry","Red Rice with Brinjal Moju, Dry Fish Curry, Tender Jackfruit Fry","Red rice, Eggplant,  Vinegar,  Spices, Dry fish,  Coconut milk,  Chillies, Jackfruit,  Oil","120.0, 90.0, 90.0, 90.0, 80.0, 60.0, 100.0, 25.0, 10.0","SLA009, SLD019,  SLI017,  SLK004, SLF020,  SLI005,  SLK002, SLD049, SLJ002"
Red Rice,"Fish Curry, Seer Fish Curry, Garlic curry","Red Rice with Fish Curry, Seer Fish Curry, Garlic curry","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Seer fish,  Chillies, Garlic,  chillies,  curry leaves ","120.0, 90.0, 104.0, 150.0, 60.0, 6.0, 100.0, 25.0, 50.0, 20.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLF025,  SLI005, SLK002, SLK011, SLI005, SLK009"
Red Rice,"Sweet Corn Curry, Green Banana Curry, Carrot Sambol","Red Rice with Sweet Corn Curry, Green Banana Curry, Carrot Sambol","Red rice, Sweet corn,  Coconut milk,  Chillies, Green banana, Carrot,  Coconut,  pepper","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0, 50.0","SLA009, SLD037,  SLI005 , SLK002, SLE005,  SLI005, SLB002,  SLK018"
Red Rice,"Cauliflower Pickle, Sprats Fry, Tropical Salad","Red Rice with Cauliflower Pickle, Sprats Fry, Tropical Salad","Red rice, Cauliflower,  Oil,  Garlic, Dried fish,  Chillies, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","120.0, 90.0, 130.0, 300.0, 100.0, 80.0, 20.0, 10.0, 30.0, 20.0, 30.0","SLA009, SLD031, SLJ002, SLK011, SLF019, SLK002, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Bitter Leaf Curry, Polos Mallum, Shrimp Cutlets","Red Rice with Bitter Leaf Curry, Polos Mallum, Shrimp Cutlets","Red rice, Bitter leaves,  Coconut milk,  Chillies, Jackfruit,  Coconut,  oil, Shrimp,  Potatoes,  flour","120.0, 90.0, 90.0, 150.0, 50.0, 20.0, 100.0, 30.0, 5.0, 30.0","SLA009, SLD013, SLI005, SLK002, SLE024, SLJ002, SLI015, SLB006, SLA018"
Red Rice,"Vegetable Cutlets, Kochchi Sambol, Beetroot curry","Red Rice with Vegetable Cutlets, Kochchi Sambol, Beetroot curry","Red rice, Carrot,  Potatoes,  Chillies, Green chili,  Coconut, Beetroot,  Coconut milk,  chillies, curry leaves","120.0, 90.0, 90.0, 90.0, 80.0, 20.0, 10.0, 30.0, 70.0, 30.0","SLA009, SLB002,  SLB006,  SLK002, SLK002, SLI005, SLB001, SLK009"
Red Rice,"Kohila Curry, Egg Curry, Jackfruit Mallum","Red Rice with Kohila Curry, Egg Curry, Jackfruit Mallum","Red rice, Kohila,  Coconut milk,  Chillies, Egg, Jackfruit,  Coconut","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0","SLA009, SLB004,  SLI005, SLK002, SLH001, SLD049, SLI005"
Red Rice,"Kohila Curry, Fish Cutlets, Tapioca Chips","Red Rice with Kohila Curry, Fish Cutlets, Tapioca Chips","Red rice, Kohila,  Coconut milk,  Chillies, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","120.0, 90.0, 90.0, 210.0, 50.0, 20.0, 50.0, 10.0, 50.0, 20.0","SLA009, SLB004,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Red Rice,"Cabbage Mallung, Sesame Seed Sambol, Pineapple Pickle","Red Rice with Cabbage Mallung, Sesame Seed Sambol, Pineapple Pickle","Red rice, Cabbage,  Coconut,  Spices, Sesame seed,  Chili,  Onion, Pineapple,  pepper,  salt","120.0, 90.0, 90.0, 60.0, 20.0, 10.0, 100.0, 25.0, 10.0, 50.0","SLA009, SLD021, SLI006, SLK004, SLI023, SLK002,  SLD060, SLE041,  SLK018"
Red Rice,"Ala Badun, Vegetable Cutlets, Carrot Sambol","Red Rice with Ala Badun, Vegetable Cutlets, Carrot Sambol","Red rice, Potato,  Oil,  Salt, onion, chilli, Carrot,  Potatoes,  Chillies,  Coconut,  pepper","120.0, 90.0, 90.0, 120.0, 90.0, 90.0, 110.0, 80.0, 20.0, 10.0, 5.0","SLA009, SLB006, SLJ002, SLD060, SLK004, SLB002,  SLB006,  SLK002,  SLI005,  SLK018"
Red Rice,"Fish Curry, Bottle Gourd Curry, Gotu Kola Sambol","Red Rice with Fish Curry, Bottle Gourd Curry, Gotu Kola Sambol","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Bottle gourd,  Chillies, Gotu Kola,  Coconut,  Onion","120.0, 90.0, 94.0, 150.0, 60.0, 6.0, 100.0, 25.0, 10.0, 10.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLD015, SLI005, SLK002, SLD048, SLD060"
Red Rice,"Dhal Curry, Breadfruit Chips, Simmered Fish Roe","Red Rice with Dhal Curry, Breadfruit Chips, Simmered Fish Roe","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Breadfruit,  Oil,  Salt, Fish,  flour,  egg","120.0, 90.0, 90.0, 30.0, 60.0, 10.0, 130.0, 80.0, 30.0, 30.0, 20.0","SLA009, SLC001, SLI006, SLK004, SLK019, SLJ002, SLF054, SLA018, SLH001"
Red Rice,"Cabbage Mallung, Green Gram Curry, Carrot Sambol","Red Rice with Cabbage Mallung, Green Gram Curry, Carrot Sambol","Red rice, Cabbage,  Coconut,  Spices, Green gram,  Coconut milk, Carrot,  pepper","120.0, 90.0, 100.0, 160.0, 20.0, 10.0, 25.0, 50.0","SLA009, SLD021, SLI006, SLK004, SLC006, SLB002,  SLI005,  SLK018"
Red Rice,"Bathala Curry, Green Banana Curry, Fish Patties","Red Rice with Bathala Curry, Green Banana Curry, Fish Patties","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Green banana,  Chillies, Fish,  Flour,  Oil","120.0, 90.0, 96.0, 90.0, 30.0, 10.0, 100.0, 25.0, 10.0, 40.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLE005,  SLI005, SLK002, SLF036,  SLF034,  SLJ002"
Red Rice,"Jackfruit Curry, Fish Curry, Chickpea Salad","Red Rice with Jackfruit Curry, Fish Curry, Chickpea Salad","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Fish, Chickpeas,  Carrot,  Cabbage","120.0, 90.0, 90.5, 145.0, 70.0, 10.0, 3.0, 2.0, 60.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLF006, SLB001, SLI013, SLB002, SLD021"
Red Rice,"Cabbage Mallung, Papaya Curry, Devilled Beef","Red Rice with Cabbage Mallung, Papaya Curry, Devilled Beef","Red rice, Cabbage,  Coconut,  Spices, Papaya,  Coconut milk, Beef,  Oil,  chillies","120.0, 90.0, 90.0, 160.0, 20.0, 10.0, 25.0, 10.0, 80.0","SLA009, SLD021, SLI006, SLK004, SLE038, SLH016, SLJ002, SLK002"
Red Rice,"Pol Sambol, Bitter Leaf Curry, Dhal Vade","Red Rice with Pol Sambol, Bitter Leaf Curry, Dhal Vade","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Bitter leaves,  Coconut milk,  Chillies, Lentils,  chillie","120.0, 90.0, 90.0, 60.0, 15.0, 100.0, 50.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD013, SLK002, SLC009, SLJ002"
Red Rice,"Pineapple Curry, Dry Fish Curry, Murukku","Red Rice with Pineapple Curry, Dry Fish Curry, Murukku","Red rice, Pineapple,  Coconut milk,  Spices, Dry fish,  Chillies, flour","120.0, 90.0, 110.0, 150.0, 50.0, 110.0, 25.0","SLA009, SLE041, SLI006, SLK004, SLF020,  SLI005,  SLK002, SLA08"
Red Rice,"Cuttlefish Curry, Gotu Kola Sambol, Coriander Sambol","Red Rice with Cuttlefish Curry, Gotu Kola Sambol, Coriander Sambol","Red rice, Cuttlefish,  Coconut milk,  Spices, Gotu Kola,  Coconut,  Onion, Coriander,  pepper","120.0, 90.0, 90.0, 150.0, 50.0, 35.0, 20.0, 15.0, 60.0","SLA009, SLF019, SLI006, SLK004, SLD048, SLD060, SLK006, SLI005, SLK018"
Red Rice,"Eggplant Curry, Fenugreek Curry, Gotu Kola Sambol","Red Rice with Eggplant Curry, Fenugreek Curry, Gotu Kola Sambol","Red rice, Eggplant,  Spices,  Coconut milk, Fenugreek,  Chillies, Gotu Kola,  Coconut,  Onion","120.0, 90.0, 90.0, 110.0, 4.0, 100.0, 25.0, 10.0, 10.0","SLA009, SLD017, SLK004, SLI005, , SLK010,  SLI005, SLK002, SLD048, SLI006, SLD060"
Red Rice,"Thalapath Fish Curry, Okra Curry, Sinhala Achcharu","Red Rice with Thalapath Fish Curry, Okra Curry, Sinhala Achcharu","Red rice, Thalapath fish,  Coconut milk,  Spices, Okra,  Chillies, Carrot,  onion,  green chillies,  Vinegar","120.0, 90.0, 110.0, 150.0, 50.0, 100.0, 25.0, 10.0, 30.0, 35.0","SLA009, SLF006, SLI006, SLK004, SLD053,  SLI005, SLK002, SLB002, SLD060, SLI017"
Red Rice,"Fenugreek Curry, Prawn Curry, Capsicum Curry","Red Rice with Fenugreek Curry, Prawn Curry, Capsicum Curry","Red rice, Fenugreek,  Coconut milk,  Chillies, Prawn, Capsicum","120.0, 90.0, 120.0, 300.0, 50.0, 25.0","SLA009, SLK010,  SLI005, SLK002, SLF043, SLF045"
Red Rice,"Bean Curry, Pineapple Curry, Ginger Chicken","Red Rice with Bean Curry, Pineapple Curry, Ginger Chicken","Red rice, Beans,  Coconut milk,  Spices, Pineapple, Chicken,  Ginger,  Chillies","120.0, 90.0, 150.0, 190.0, 80.0, 25.0, 10.0, 50.0","SLA009, SLD060, SLI006, SLK004, SLE041, SLH006, SLK012, SLK002"
Red Rice,"Bitter Leaf Curry, Collard Greens Curry, Seeni Sambol","Red Rice with Bitter Leaf Curry, Collard Greens Curry, Seeni Sambol","Red rice, Bitter leaves,  Coconut milk,  Chillies, Collard greens, Onion,  Sugar,  chillii","120.0, 90.0, 110.0, 250.0, 50.0, 25.0, 10.0, 50.0","SLA009, SLD013, SLI005, SLK002, SLI024,  SLI005,  SLK002, SLK016, SLK004"
Red Rice,"Pineapple Pickle, Jaffna Crab Curry, Shrimp Cutlets","Red Rice with Pineapple Pickle, Jaffna Crab Curry, Shrimp Cutlets","Red rice, Pineapple,  pepper,  salt, Crab,  Coconut milk,  Chillies, Shrimp,  Potatoes,  flour","120.0, 90.0, 90.0, 150.0, 20.0, 10.0, 100.0, 25.0, 10.0, 30.0","SLA009, SLE041,  SLK018, SLF045,  SLI005, SLK002, SLI015, SLB006, SLA018"
Red Rice,"Bathala Curry, Okra Curry, Shrimp Cutlets","Red Rice with Bathala Curry, Okra Curry, Shrimp Cutlets","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Okra,  Chillies, Shrimp,  Potatoes,  flour","120.0, 90.0, 96.0, 90.0, 30.0, 10.0, 100.0, 25.0, 10.0, 30.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD053,  SLI005, SLK002, SLI015, SLB006, SLA018"
Red Rice,"Pol Sambol, Carrot Curry, Mustard Greens Curry","Red Rice with Pol Sambol, Carrot Curry, Mustard Greens Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Carrot,  Coconut milk,  Spices, Mustard greens","120.0, 90.0, 90.0, 60.0, 15.0, 100.0, 40.0, 20.0, 50.0, 25.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLB002, SLI006, , SLI025,  SLI005,  SLK002"
Red Rice,"Dhal Vade, Mango Chutney, Chickpea Salad","Red Rice with Dhal Vade, Mango Chutney, Chickpea Salad","Red rice, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar, Chickpeas,  Carrot,  Cabbage","120.0, 90.0, 90.0, 150.0, 30.0, 60.0, 80.0, 10.0, 10.0, 60.0","SLA009, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011, SLI013, SLB002, SLD021"
Red Rice,"Chicken Curry, Green Gram Curry, Leeks Curry, Collard Greens Curry","Red Rice with Chicken Curry, Green Gram Curry, Leeks Curry, Collard Greens Curry","Red rice, Chicken,  Coconut milk,  Spices, Green gram, Leeks,  Chillies, Collard greens","160.0, 120.0, 165.0, 310.0, 30.0, 50.0, 150.0, 25.0","SLA009, SLH006, SLI006, SLK004, SLC006, SLD055,  SLI005, SLK002, SLI024,  SLK002"
Red Rice,"Bean Curry, Green Pea Curry, Ginger Chicken, Collard Greens Curry","Red Rice with Bean Curry, Green Pea Curry, Ginger Chicken, Collard Greens Curry","Red rice, Beans,  Coconut milk,  Spices, Green pea,  Chillies, Chicken,  Ginger, Collard greens","160.0, 120.0, 220.0, 120.0, 120.0, 300.0, 50.0, 20.0, 25.0","SLA009, SLD060, SLI006, SLK004, SLC007,  SLI005, SLK002, SLH006, SLK012, SLI024,  SLK002"
Red Rice,"Cashew Curry, Egg Curry, Coconut Sambol, Polos Mallum","Red Rice with Cashew Curry, Egg Curry, Coconut Sambol, Polos Mallum","Red rice, Cashew,  Coconut milk,  Chillies, Egg, Coconut,  Chili,  Onion, Jackfruit,  Coconut,  oil","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 100.0, 15.0, 20.0, 50.0","SLA009, SLI004,  SLI005, SLK002, SLH001, SLI005,  SLK002, SLD060, SLE024, SLJ002"
Red Rice,"Fish Curry, Pineapple Pickle, Jaffna Crab Curry, Maalu Badun","Red Rice with Fish Curry, Pineapple Pickle, Jaffna Crab Curry, Maalu Badun","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Pineapple,  pepper,  salt, Crab,  Chillies,  Oil","160.0, 145.0, 130.0, 200.0, 80.0, 9.0, 6.0, 150.0, 20.0, 100.0, 10.0","SLA009, SLF006, SLB001, SLI006, SLK004, SLE041,  SLK018, SLF045,  SLI005, SLK002, SLF035, SLJ002"
Red Rice,"Dry Fish Curry, Sinhala Achcharu, Kiri Hodi, Devilled Beef","Red Rice with Dry Fish Curry, Sinhala Achcharu, Kiri Hodi, Devilled Beef","Red rice, Dry fish,  Coconut milk,  Chillies, Carrot,  onion,  green chillies,  Vinegar, Coconut milk, Beef,  Oil,  chillies","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 90.0, 105.0, 30.0, 10.0, 60.0, 80.0","SLA009, SLF020,  SLI005,  SLK002, SLB002, SLD060, SLK002, SLI017, SLI005, SLH016, SLJ002"
Red Rice,"Mango Curry, Papaya Curry, Gotu Kola Sambol, Seeni Sambol","Red Rice with Mango Curry, Papaya Curry, Gotu Kola Sambol, Seeni Sambol","Red rice, Mango,  Coconut milk,  Spices, Papaya, Gotu Kola,  Coconut,  Onion, Onion,  Sugar,  chillii","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 20.0, 15.0, 15.0, 50.0","SLA009, SLE030, SLI006, SLK004, SLE038, SLD048, SLD060, SLK016"
Red Rice,"Fish Ambul Thiyal, Brinjal Moju, Bitter Gourd Salad, Kiri Hodi","Red Rice with Fish Ambul Thiyal, Brinjal Moju, Bitter Gourd Salad, Kiri Hodi","Red rice, Fish,  Goraka,  Spices, Eggplant,  Vinegar, Bitter gourd,  Coconut,  Onion, Coconut milk","160.0, 120.0, 120.0, 250.0, 1.5, 30.0, 80.0, 60.0, 100.0, 25.0","SLA009, SLF006, SLE027, SLK004, SLD019,  SLI017,  SLK004, SLD013, SLI006, SLI005"
Red Rice,"Carrot Curry, Fish Cutlets, Vegetable Balls, Sinhala Achcharu","Red Rice with Carrot Curry, Fish Cutlets, Vegetable Balls, Sinhala Achcharu","Red rice, Carrot,  Coconut milk,  Spices, Fish,  Potatoes,  Chillies,  leeks,  Jackfruit,  pepper,  onion,  green chillies,  Vinegar","160.0, 250.0, 120.0, 200.0, 60.0, 115.0, 90.0, 20.0, 60.0, 20.0, 35.0, 15.0, 10.0","SLA009, SLB002, SLI006, SLK004, , SLF034,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018, SLD060, SLK002, SLI017"
Red Rice,"Pumpkin Leaves Curry, Prawn Curry, Tender Jackfruit Fry, Chickpea Salad","Red Rice with Pumpkin Leaves Curry, Prawn Curry, Tender Jackfruit Fry, Chickpea Salad","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Prawn, Jackfruit,  Oil, Chickpeas,  Carrot,  Cabbage","160.0, 120.0, 150.0, 350.0, 75.0, 50.0, 20.0, 90.0, 20.0, 60.0","SLA009, SLI026,  SLI005, SLK002, SLF043, SLD049, SLJ002, SLI013, SLB002, SLD021"
Red Rice,"Bitter Leaf Curry, Tapioca Chips, Seeni Sambol, Jackfruit Mallum","Red Rice with Bitter Leaf Curry, Tapioca Chips, Seeni Sambol, Jackfruit Mallum","Red rice, Bitter leaves,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt,  chillies, Onion,  Sugar,  chillii, Jackfruit,  Coconut","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 150.0, 60.0, 20.0, 20.0, 100.0, 5.0, 5.0","SLA009, SLD013, SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLK016, SLK004, SLD049"
Red Rice,"Octopus Curry, Mustard Greens Curry, Capsicum Curry, Sinhala Achcharu","Red Rice with Octopus Curry, Mustard Greens Curry, Capsicum Curry, Sinhala Achcharu","Red rice, Octopus,  Coconut milk,  Chillies, Mustard greens, Capsicum, Carrot,  onion,  green chillies,  Vinegar","160.0, 120.0, 170.0, 450.0, 75.0, 50.0, 25.0, 10.0, 30.0, 35.0","SLA009, SLF042,  SLI005, SLK002, SLI025,  SLK002, SLF045, SLB002, SLD060, SLI017"
Red Rice,"Devilled Fish, Octopus Curry, Ginger Chicken, Tropical Salad","Red Rice with Devilled Fish, Octopus Curry, Ginger Chicken, Tropical Salad","Red rice, Fish,  Chili,  Curry leaves, salt, Onion, Octopus,  Coconut milk,  Chillies, Chicken,  Ginger, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","160.0, 120.0, 120.0, 200.0, 40.0, 20.0, 0.75, 60.0, 250.0, 50.0, 20.0, 25.0, 10.0, 30.0, 20.0, 30.0","SLA009, SLF006, SLI006, SLK004, SLD060, SLF042,  SLI005, SLK002, SLH006, SLK012, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Carrot Curry, Bitter Leaf Curry, Pineapple Pickle, Chickpea Salad","Red Rice with Carrot Curry, Bitter Leaf Curry, Pineapple Pickle, Chickpea Salad","Red rice, Carrot,  Coconut milk,  Spices, Bitter leaves,  Chillies, Pineapple,  pepper,  salt, Chickpeas,  Carrot,  Cabbage","160.0, 120.0, 135.0, 200.0, 60.0, 150.0, 50.0, 20.0, 100.0, 10.0, 5.0, 60.0","SLA009, SLB002, SLI006, SLK004, , SLD013, SLI005, SLK002, SLE041,  SLK018, SLI013, SLD021"
Red Rice,"Banana Blossom Curry, Sinhala Achcharu, Spicy Crab, Tender Jackfruit Fry","Red Rice with Banana Blossom Curry, Sinhala Achcharu, Spicy Crab, Tender Jackfruit Fry","Red rice, Banana blossom,  Coconut milk,  Spices, Carrot,  onion,  green chillies,  Vinegar, Crab,  Oil,  chillies, Jackfruit","160.0, 120.0, 120.0, 80.0, 30.0, 15.0, 90.0, 105.0, 30.0, 30.0, 140.0, 20.0","SLA009, SLE010, SLI006, SLK004, SLB002, SLD060, SLK002, SLI017, SLF045, SLJ002, SLD049"
Red Rice,"Pol Sambol, Drumstick Curry, Brinjal Moju, Cucumber Sambol","Red Rice with Pol Sambol, Drumstick Curry, Brinjal Moju, Cucumber Sambol","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Drumstick,  Coconut milk,  Spices, Eggplant,  Vinegar, Cucumber,  Coconut","160.0, 120.0, 120.0, 80.0, 20.0, 150.0, 60.0, 15.0, 120.0, 80.0, 60.0, 30.0, 5.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD041, SLI006, SLD019,  SLI017,  SLK004, SLD038,  SLK018"
Red Rice,"Devilled Fish, Cashew Curry, Cauliflower Pickle, Mango Chutney","Red Rice with Devilled Fish, Cashew Curry, Cauliflower Pickle, Mango Chutney","Red rice, Fish,  Chili,  Curry leaves, salt, Onion, Cashew,  Coconut milk,  Chillies, Cauliflower,  Oil,  Garlic, Mango,  Vinegar,  sugar","160.0, 120.0, 120.0, 200.0, 40.0, 20.0, 0.75, 60.0, 150.0, 50.0, 20.0, 200.0, 50.0, 20.0, 40.0","SLA009, SLF006, SLI006, SLK004, SLD060, SLI004,  SLI005, SLK002, SLD031, SLJ002, SLK011, SLE030, SLI017, SLI011"
Red Rice,"Fish Ambul Thiyal, Jackfruit Curry, Eggplant Curry, Mint Sambol","Red Rice with Fish Ambul Thiyal, Jackfruit Curry, Eggplant Curry, Mint Sambol","Red rice, Fish,  Goraka,  Spices, Jackfruit,  Coconut milk, curry leaves, Eggplant, Mint,  Coconut,  pepper","160.0, 120.0, 120.0, 205.5, 1.5, 90.0, 30.0, 10.0, 2.0, 10.0, 60.0","SLA009, SLF006, SLE027, SLK004, SLE024, SLI006, SLK009, SLD017, SLI005, , SLI020,  SLI005, SLK018"
Red Rice,"Eggplant Curry, Bean Curry, Papaya Curry, Tapioca Chips","Red Rice with Eggplant Curry, Bean Curry, Papaya Curry, Tapioca Chips","Red rice, Eggplant,  Spices,  Coconut milk, Beans, Papaya, Tapioca,  Oil,  Salt,  chillies","160.0, 120.0, 310.0, 210.0, 6.0, 80.0, 25.0, 10.0, 50.0, 20.0","SLA009, SLD017, SLK004, SLI005, , SLD060, SLI006, SLE038, SLB011,  SLJ002,  SLK002"
Red Rice,"Parippu, Egg Curry, Pineapple Pickle, Batu Moju","Red Rice with Parippu, Egg Curry, Pineapple Pickle, Batu Moju","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Egg,  Chillies, Pineapple,  pepper,  salt, Eggplant,  garlic","160.0, 120.0, 120.75, 40.0, 40.0, 15.0, 150.0, 50.0, 20.0, 100.0, 10.0, 5.0","SLA009, SLC001, SLI006, SLK004, SLK019, SLH001,  SLI005, SLK002, SLE041,  SLK018, SLD019, SLK011"
Red Rice,"Thalapath Fish Curry, Cashew Curry, Leeks Curry, Tropical Salad","Red Rice with Thalapath Fish Curry, Cashew Curry, Leeks Curry, Tropical Salad","Red rice, Thalapath fish,  Coconut milk,  Spices, Cashew,  Chillies, Leeks, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","160.0, 120.0, 170.0, 200.0, 75.0, 250.0, 50.0, 25.0, 10.0, 30.0, 20.0, 30.0","SLA009, SLF006, SLI006, SLK004, SLI004,  SLI005, SLK002, SLD055, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Gotu Kola Sambol, Coconut Sambol, Polos Mallum, Kappa Masala","Red Rice with Gotu Kola Sambol, Coconut Sambol, Polos Mallum, Kappa Masala","Red rice, Gotu Kola,  Coconut,  Onion, Coconut,  Chili, Jackfruit,  oil, Cassava","160.0, 120.0, 165.0, 190.0, 45.0, 45.0, 30.0, 100.0, 30.0","SLA009, SLD048, SLI006, SLD060, SLI005,  SLK002, SLE024, SLJ002, SLI014"
Red Rice,"Cabbage Mallung, Kohila Curry, Dry Fish Curry, Mint Sambol","Red Rice with Cabbage Mallung, Kohila Curry, Dry Fish Curry, Mint Sambol","Red rice, Cabbage,  Coconut,  Spices, Kohila,  Coconut milk,  Chillies, Dry fish, Mint,  pepper","160.0, 120.0, 130.0, 80.0, 30.0, 35.0, 250.0, 50.0, 25.0, 60.0","SLA009, SLD021, SLI006, SLK004, SLB004,  SLI005, SLK002, SLF020,  SLK002, SLI020, SLK018"
Red Rice,"Papaya Curry, Beef Curry, Batu Moju, Spicy Crab","Red Rice with Papaya Curry, Beef Curry, Batu Moju, Spicy Crab","Red rice, Papaya,  Coconut milk,  Spices, Beef,  Chillies, Eggplant,  garlic, Crab,  Oil,  chillies","160.0, 120.0, 150.0, 200.0, 75.0, 180.0, 50.0, 20.0, 70.0, 15.0, 10.0","SLA009, SLE038, SLI006, SLK004, SLH016,  SLI005, SLK002, SLD019, SLK011, SLF045, SLJ002"
Red Rice,"Elumas Curry, Coriander Sambol, Garlic curry, Cauliflower Pickle","Red Rice with Elumas Curry, Coriander Sambol, Garlic curry, Cauliflower Pickle","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Coriander,  Coconut,  pepper, Garlic,  chillies,  curry leaves , Cauliflower,  Oil,  Garlic","160.0, 120.0, 130.0, 200.0, 80.0, 15.0, 6.0, 180.0, 60.0, 100.0, 40.0, 10.0, 5.0, 100.0","SLA009, SLH018, SLI006, SLK004, SLK009, SLK006, SLI005, SLK018, SLK011, SLK002, SLD031, SLJ002"
Red Rice,"Polos Curry, Collard Greens Curry, Mint Sambol, Pineapple Pickle","Red Rice with Polos Curry, Collard Greens Curry, Mint Sambol, Pineapple Pickle","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Collard greens,  Chillies, Mint,  Coconut,  pepper, Pineapple,  salt","160.0, 120.0, 120.75, 60.0, 40.0, 15.0, 150.0, 50.0, 20.0, 125.0, 30.0, 50.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLI024,  SLI005,  SLK002, SLI020, SLK018, SLE041,  SLK018"
