Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Chicken Curry, Beetroot Curry, Coconut Sambol","Red Rice with Chicken Curry, Beetroot Curry, Coconut Sambol","Red rice, Chicken,  Coconut milk,  Spices, Beetroot, curry leaves, Coconut,  Chili,  Onion","120.0, 120.0, 70.0, 25.0, 60.0, 4.0, 50.0, 15.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLB001, SLK009,  SLK002, SLD060"
Red Rice,"Snake Gourd Curry, potatoe cheese Balls, Beetroot curry","Red Rice with Snake Gourd Curry, potatoe cheese Balls, Beetroot curry","Red rice, Snake gourd,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Beetroot,  chillies, curry leaves","120.0, 150.0, 105.0, 30.0, 60.0, 120.0, 20.0, 70.0, 10.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLB001, SLK002, SLK009"
Red Rice,"Papaya Curry, Dhal Vade, Sprats Fry","Red Rice with Papaya Curry, Dhal Vade, Sprats Fry","Red rice, Papaya,  Coconut milk,  Spices, Lentils,  chillie,  Oil, Dried fish,  Chillies","120.0, 150.0, 75.0, 30.0, 100.0, 30.0, 80.0, 40.0, 10.0","SLA009, SLE038, SLI006, SLK004, SLC009, SLK002, SLJ002, SLF019"
Red Rice,"Dhal Curry, Devilled Chicken, Ginger Chicken","Red Rice with Dhal Curry, Devilled Chicken, Ginger Chicken","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Chicken,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","120.0, 240.0, 30.0, 15.0, 15.0, 150.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLH006, SLK002, SLK009, SLD060, SLK012"
Red Rice,"Soya Meat Curry, Sweet Corn Curry, Shrimp Cutlets","Red Rice with Soya Meat Curry, Sweet Corn Curry, Shrimp Cutlets","Red rice, Soya meat,  Coconut milk,  Chillies, Sweet corn, Shrimp,  Potatoes,  flour","120.0, 150.0, 125.0, 50.0, 100.0, 30.0, 50.0, 20.0","SLA009, SLK008, SLI005, SLK004, SLD037,  SLI005 , SLK002, SLI015, SLB006, SLA018"
Red Rice,"Murunga Curry, Prawn Curry, Sprats Fry","Red Rice with Murunga Curry, Prawn Curry, Sprats Fry","Red rice, Drumstick,  Coconut milk,  Spices, Prawn,  Chillies, Dried fish,  Oil","120.0, 150.0, 125.0, 30.0, 100.0, 30.0, 40.0, 20.0","SLA009, SLD041, SLI006, SLK006, SLF043,  SLI005, SLK002, SLF019, SLJ002"
Red Rice,"Elumas Curry, Pineapple Curry, Jaffna Crab Curry","Red Rice with Elumas Curry, Pineapple Curry, Jaffna Crab Curry","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Pineapple, Crab,  Chillies","120.0, 150.0, 135.0, 35.0, 6.0, 100.0, 50.0, 10.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLE041, SLF045,  SLI005, SLK002"
Red Rice,"Pol Sambol, Bitter Gourd Curry, Ash Plantain Curry","Red Rice with Pol Sambol, Bitter Gourd Curry, Ash Plantain Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Bitter gourd,  Coconut milk,  Spices, Ash plantain,  Chillies","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 75.0, 20.0, 50.0, 10.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD013, SLK006, SLD005, SLK004"
Red Rice,"Green Banana Curry, Fish Cutlets, Jaffna Crab Curry","Red Rice with Green Banana Curry, Fish Cutlets, Jaffna Crab Curry","Red rice, Green banana,  Coconut milk,  Chillies, Fish,  Potatoes, Crab","120.0, 150.0, 100.0, 60.0, 60.0, 100.0, 50.0","SLA009, SLD065,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLF045"
Red Rice,"Green Banana Curry, Ulundu Wade, Seeni Sambol","Red Rice with Green Banana Curry, Ulundu Wade, Seeni Sambol","Red rice, Green banana,  Coconut milk,  Chillies, Urad,  flour,  Oil, Onion,  Sugar,  chillii","120.0, 150.0, 75.0, 30.0, 60.0, 80.0, 40.0, 50.0, 5.0, 5.0","SLA009, SLD065,  SLI005, SLK002, SLI020,  SLA08,  SLJ002, SLD060, SLI011"
Red Rice,"Bottle Gourd Curry, Sesame Seed Sambol, Vegetable Balls","Red Rice with Bottle Gourd Curry, Sesame Seed Sambol, Vegetable Balls","Red rice, Bottle gourd,  Coconut milk,  Chillies, Sesame seed,  Chili,  Onion, Carrot,  leeks,  Jackfruit","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA009, SLD015, SLI005, SLK002, SLI023,  SLD060, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Red Rice,"Pol Sambol, Pineapple Curry, Spinach Curry","Red Rice with Pol Sambol, Pineapple Curry, Spinach Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Pineapple,  Coconut milk,  Spices, Spinach","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 90.0, 50.0, 30.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLE041, SLK006, SLI022,  SLI005"
Red Rice,"Cabbage Mallung, Brinjal Moju, Beef Curry","Red Rice with Cabbage Mallung, Brinjal Moju, Beef Curry","Red rice, Cabbage,  Coconut,  Spices, Eggplant,  Vinegar, Beef,  Coconut milk,  Chillies","120.0, 60.0, 30.0, 75.0, 60.0, 80.0, 60.0, 25.0, 10.0","SLA009, SLD021, SLI005, SLK006, SLD019,  SLI017,  SLK006, SLH016,  SLI005, SLK002"
Red Rice,"Beetroot Curry, Tomato Curry, Green Pea Curry","Red Rice with Beetroot Curry, Tomato Curry, Green Pea Curry","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Tomato,  Chillies, Green pea","120.0, 90.0, 135.0, 15.0, 6.0, 100.0, 30.0, 50.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD082, SLK004, SLC007,  SLI005, SLK002"
Red Rice,"Jackfruit Curry, Seer Fish Curry, Octopus Curry","Red Rice with Jackfruit Curry, Seer Fish Curry, Octopus Curry","Red rice, Jackfruit,  Coconut milk, curry leaves, Seer fish,  Chillies, Octopus","120.0, 45.0, 105.0, 15.0, 100.0, 30.0, 50.0","SLA009, SLD049, SLI005, SLK009, SLF025,  SLI005, SLK002, SLF042"
Red Rice,"Chicken Curry, Chickpea Curry, Seeni Sambol","Red Rice with Chicken Curry, Chickpea Curry, Seeni Sambol","Red rice, Chicken,  Coconut milk,  Spices, Chickpea,  Chillies, Onion,  Sugar,  chillii","120.0, 120.0, 80.0, 15.0, 100.0, 20.0, 50.0, 5.0, 5.0","SLA009, SLH006, SLI005, SLK006, SLI013, SLK004, SLD060, SLI011, SLK002"
Red Rice,"Radish Sambol, Garlic curry, Polos Ambula","Red Rice with Radish Sambol, Garlic curry, Polos Ambula","Red rice, Radish,  Coconut,  pepper, Garlic,  Coconut milk,  chillies,  curry leaves , Jackfruit,  coconut milk,  curry leaves","120.0, 180.0, 90.0, 15.0, 100.0, 40.0, 30.0, 10.0, 80.0, 30.0, 10.0","SLA009, SLB007, SLI005, SLK018, SLK011, SLK002, SLK009, SLD049"
Red Rice,"Pineapple Curry, Lotus Root Curry, Sinhala Achcharu","Red Rice with Pineapple Curry, Lotus Root Curry, Sinhala Achcharu","Red rice, Pineapple,  Coconut milk,  Spices, Lotus root,  Chillies, Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLE041, SLI005, SLK006, SLB005,  SLI005, SLK002, SLB002, SLD060, SLI017"
Red Rice,"Pineapple Curry, potatoe cheese Balls, Dhal Vade","Red Rice with Pineapple Curry, potatoe cheese Balls, Dhal Vade","Red rice, Pineapple,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Lentils,  chillie,  Oil","120.0, 150.0, 75.0, 30.0, 60.0, 120.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLE041, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLC009, SLK002, SLJ002"
Red Rice,"Bathala Curry, Dhal Vade, Mango Chutney","Red Rice with Bathala Curry, Dhal Vade, Mango Chutney","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar","120.0, 150.0, 60.0, 15.0, 9.0, 100.0, 30.0, 60.0, 40.0, 10.0, 10.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011"
Red Rice,"Carrot Curry, Lotus Root Curry, Dry Fish Curry","Red Rice with Carrot Curry, Lotus Root Curry, Dry Fish Curry","Red rice, Carrot,  Coconut milk,  Spices, Lotus root,  Chillies, Dry fish","120.0, 150.0, 135.0, 15.0, 100.0, 30.0, 50.0","SLA009, SLB002, SLI005, SLK006, SLB005,  SLI005, SLK002, SLF020,  SLK002"
Red Rice,"Leeks Curry, Ginger Chicken, Mango Chutney","Red Rice with Leeks Curry, Ginger Chicken, Mango Chutney","Red rice, Leeks,  Coconut milk,  Chillies, Chicken,  Ginger, Mango,  Vinegar,  sugar","120.0, 150.0, 75.0, 50.0, 100.0, 50.0, 40.0, 10.0, 10.0","SLA009, SLD055,  SLI005, SLK002, SLH006, SLK012, SLE030, SLI017, SLI011"
Red Rice,"Carrot Sambol, Kiri Hodi, Kappa Masala","Red Rice with Carrot Sambol, Kiri Hodi, Kappa Masala","Red rice, Carrot,  Coconut,  pepper, Coconut milk, Cassava","120.0, 150.0, 55.0, 15.0, 120.0, 60.0","SLA009, SLB002,  SLI005,  SLK018, SLI005, SLI014"
Red Rice,"Pol Sambol, Murukku, Polos Mallum","Red Rice with Pol Sambol, Murukku, Polos Mallum","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, flour,  Chillies, Jackfruit,  Coconut,  oil","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 40.0, 50.0, 30.0, 5.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLA08,  SLK002, SLE024, SLJ002"
Red Rice,"Mango Curry, Bottle Gourd Curry, Dhal Vade","Red Rice with Mango Curry, Bottle Gourd Curry, Dhal Vade","Red rice, Mango,  Coconut milk,  Spices, Bottle gourd,  Chillies, Lentils,  chillie,  Oil","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLE030, SLI005, SLK006, SLD015, SLK002, SLC009, SLJ002"
Red Rice,"Gotu Kola Sambol, Tapioca Chips, Ginger Chicken","Red Rice with Gotu Kola Sambol, Tapioca Chips, Ginger Chicken","Red rice, Gotu Kola,  Coconut,  Onion, Tapioca,  Oil,  Salt,  chillies, Chicken,  Ginger,  Chillies","120.0, 30.0, 45.0, 45.0, 100.0, 40.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLB011,  SLJ002,  SLK002, SLH006, SLK012, SLK002"
Red Rice,"Fenugreek Curry, Chickpea Salad, Jackfruit Mallum","Red Rice with Fenugreek Curry, Chickpea Salad, Jackfruit Mallum","Red rice, Fenugreek,  Coconut milk,  Chillies, Chickpeas,  Carrot,  Cabbage, Jackfruit,  Coconut","120.0, 150.0, 75.0, 30.0, 120.0, 60.0, 60.0, 60.0, 30.0","SLA009, SLK010,  SLI005, SLK002, SLI013, SLB002, SLD021, SLD049, SLI005"
Red Rice,"Spinach Curry, Jaffna Crab Curry, Ulundu Wade","Red Rice with Spinach Curry, Jaffna Crab Curry, Ulundu Wade","Red rice, Spinach,  Coconut milk,  Spices, Crab,  Chillies, Urad,  flour,  Oil","120.0, 90.0, 170.0, 90.0, 100.0, 20.0, 30.0, 40.0, 20.0","SLA009, SLI022,  SLI005, SLK006, SLF045, SLK002, SLI020,  SLA08,  SLJ002"
Red Rice,"Capsicum Curry, Fish Cutlets, Sinhala Achcharu","Red Rice with Capsicum Curry, Fish Cutlets, Sinhala Achcharu","Red rice, Capsicum,  Coconut milk,  Chillies, Fish,  Potatoes, Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 75.0, 50.0, 60.0, 100.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLF045,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB002, SLD060, SLI017"
Red Rice,"Okra Curry, Batu Moju, Jackfruit Mallum","Red Rice with Okra Curry, Batu Moju, Jackfruit Mallum","Red rice, Okra,  Coconut milk,  Chillies, Eggplant,  garlic, Jackfruit,  Coconut","120.0, 150.0, 75.0, 30.0, 140.0, 30.0, 10.0, 60.0","SLA009, SLD053,  SLI005, SLK002, SLD019, SLK011, SLD049, SLI005"
Red Rice,"Gotu Kola Sambol, Mango Curry, Fish Cutlets","Red Rice with Gotu Kola Sambol, Mango Curry, Fish Cutlets","Red rice, Gotu Kola,  Coconut,  Onion, Mango,  Coconut milk,  Spices, Fish,  Potatoes,  Chillies","120.0, 30.0, 45.0, 45.0, 100.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLE030, SLK006, SLF034,  SLB006,  SLK002"
Red Rice,"Chicken Curry, Banana Blossom Curry, Jackfruit Mallum","Red Rice with Chicken Curry, Banana Blossom Curry, Jackfruit Mallum","Red rice, Chicken,  Coconut milk,  Spices, Banana blossom, Jackfruit,  Coconut","120.0, 120.0, 50.0, 25.0, 40.0, 60.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLD065, SLD049"
Red Rice,"Dhal Curry, Egg Curry, Tropical Salad","Red Rice with Dhal Curry, Egg Curry, Tropical Salad","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Egg,  Chillies, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","120.0, 240.0, 80.0, 15.0, 15.0, 100.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLH001,  SLI005, SLK002, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Carrot Sambol, Sprats Fry, Simmered Fish Roe","Red Rice with Carrot Sambol, Sprats Fry, Simmered Fish Roe","Red rice, Carrot,  Coconut,  pepper, Dried fish,  Oil,  Chillies, Fish,  flour,  egg","120.0, 150.0, 30.0, 15.0, 80.0, 70.0, 20.0, 70.0, 20.0, 10.0","SLA009, SLB002,  SLI005,  SLK018, SLF019, SLJ002, SLK002, SLF054, SLA018, SLH001"
Red Rice,"Eggplant Curry, Beetroot Curry, Banana Blossom Curry","Red Rice with Eggplant Curry, Beetroot Curry, Banana Blossom Curry","Red rice, Eggplant,  Spices,  Coconut milk, Beetroot, curry leaves, Banana blossom","120.0, 90.0, 21.0, 80.0, 60.0, 4.0, 20.0","SLA009, SLD019, SLK006, SLI005, , SLB001, SLK009, SLD065"
Red Rice,"Papaya Curry, Kohila Curry, Pineapple Pickle","Red Rice with Papaya Curry, Kohila Curry, Pineapple Pickle","Red rice, Papaya,  Coconut milk,  Spices, Kohila,  Chillies, Pineapple,  pepper,  salt","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 50.0, 10.0, 5.0","SLA009, SLE038, SLI006, SLK004, SLB004,  SLI005, SLK002, SLE041,  SLK018"
Red Rice,"Thalapath Fish Curry, potatoe cheese Balls, Pineapple Pickle","Red Rice with Thalapath Fish Curry, potatoe cheese Balls, Pineapple Pickle","Red rice, Thalapath fish,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Pineapple,  salt","120.0, 150.0, 75.0, 30.0, 60.0, 120.0, 30.0, 50.0, 5.0","SLA009, SLF019, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLE041"
Red Rice,"Jackfruit Curry, Jaffna Crab Curry, Collard Greens Curry","Red Rice with Jackfruit Curry, Jaffna Crab Curry, Collard Greens Curry","Red rice, Jackfruit,  Coconut milk, curry leaves, Crab,  Chillies, Collard greens","120.0, 45.0, 105.0, 15.0, 100.0, 30.0, 50.0","SLA009, SLD049, SLI005, SLK009, SLF045,  SLI005, SLK002, SLI024,  SLK002"
Red Rice,"Murunga Curry, Capsicum Curry, Ulundu Wade","Red Rice with Murunga Curry, Capsicum Curry, Ulundu Wade","Red rice, Drumstick,  Coconut milk,  Spices, Capsicum,  Chillies, Urad,  flour,  Oil","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 30.0, 40.0, 20.0","SLA009, SLD041, SLI006, SLK006, SLF045,  SLI005, SLK002, SLI020,  SLA08,  SLJ002"
Red Rice,"Green Gram Curry, Spinach Curry, Papaya Curry","Red Rice with Green Gram Curry, Spinach Curry, Papaya Curry","Red rice, Green gram,  Coconut milk,  Spices, Spinach, Papaya","120.0, 150.0, 180.0, 100.0, 60.0, 50.0","SLA009, SLC006, SLI005, SLK006, SLI022,  SLI005, SLE038, SLI006, SLK004"
Red Rice,"Okra Curry, Murukku, Devilled Beef","Red Rice with Okra Curry, Murukku, Devilled Beef","Red rice, Okra,  Coconut milk,  Chillies, flour, Beef,  Oil,  chillies","120.0, 150.0, 75.0, 70.0, 100.0, 80.0, 30.0, 5.0","SLA009, SLD053,  SLI005, SLK002, SLA08,  SLK002, SLH016, SLJ002"
Red Rice,"Papaya Curry, Murukku, Sprats Fry","Red Rice with Papaya Curry, Murukku, Sprats Fry","Red rice, Papaya,  Coconut milk,  Spices, flour,  Chillies, Dried fish,  Oil","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 40.0, 20.0","SLA009, SLE038, SLI006, SLK004, SLA08,  SLK002, SLF019, SLJ002, SLK002"
Red Rice,"Dhal Curry, Fish Curry, Chickpea Salad","Red Rice with Dhal Curry, Fish Curry, Chickpea Salad","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Fish, curry leaves, Chickpeas,  Carrot,  Cabbage","120.0, 240.0, 70.0, 21.0, 15.0, 100.0, 4.0, 60.0, 30.0, 30.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLF013, SLK009, SLI013, SLB002, SLD021"
Red Rice,"Parippu, Coriander Sambol, Tender Jackfruit Fry","Red Rice with Parippu, Coriander Sambol, Tender Jackfruit Fry","Red rice, Dhal,  Coconut milk, Termeric powder, Coriander,  Coconut,  pepper, Jackfruit,  Oil","120.0, 30.0, 30.0, 15.0, 120.0, 60.0, 10.0, 90.0, 20.0","SLA009, SLC009, SLI005, SLK019, SLK006, SLK018, SLD049, SLJ002"
Red Rice,"Okra Curry, Garlic curry, Sinhala Achcharu","Red Rice with Okra Curry, Garlic curry, Sinhala Achcharu","Red rice, Okra,  Coconut milk,  Chillies, Garlic,  chillies,  curry leaves , Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 115.0, 30.0, 100.0, 20.0, 10.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLD053,  SLI005, SLK002, SLK011, SLI005, SLK009, SLB002, SLD060, SLI017"
Red Rice,"Sesame Seed Sambol, Mustard Greens Curry, Kochchi Sambol","Red Rice with Sesame Seed Sambol, Mustard Greens Curry, Kochchi Sambol","Red rice, Sesame seed,  Chili,  Onion, Mustard greens,  Coconut milk,  Chillies, Green chili,  Coconut","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 20.0, 10.0, 30.0","SLA009, SLI023, SLK002,  SLD060, SLI025,  SLI005,  SLK002, SLI005"
Red Rice,"Devilled Fish, Cuttlefish Curry, Soya Meat Curry","Red Rice with Devilled Fish, Cuttlefish Curry, Soya Meat Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Cuttlefish,  Coconut milk,  Spices, Soya meat,  Chillies","120.0, 150.0, 15.0, 15.0, 60.0, 100.0, 75.0, 20.0, 50.0, 10.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLK007, SLI005, SLK006, SLK008, SLK004"
Red Rice,"Jaffna Crab Curry, Carrot Sambol, Mango Chutney","Red Rice with Jaffna Crab Curry, Carrot Sambol, Mango Chutney","Red rice, Crab,  Coconut milk,  Chillies, Carrot,  Coconut,  pepper, Mango,  Vinegar,  sugar","120.0, 150.0, 75.0, 30.0, 100.0, 20.0, 10.0, 40.0, 10.0, 10.0","SLA009, SLF045,  SLI005, SLK002, SLB002,  SLK018, SLE030, SLI017, SLI011"
Red Rice,"Snake Gourd Curry, Fish Cutlets, Cauliflower Pickle","Red Rice with Snake Gourd Curry, Fish Cutlets, Cauliflower Pickle","Red rice, Snake gourd,  Coconut milk,  Spices, Fish,  Potatoes,  Chillies, Cauliflower,  Oil,  Garlic","120.0, 150.0, 75.0, 30.0, 60.0, 100.0, 20.0, 100.0, 50.0, 20.0","SLA009, SLD077, SLI005, SLK006, SLF034,  SLB006,  SLK002, SLD031, SLJ002, SLK011"
Red Rice,"Fish Curry, Snake Gourd Curry, Dhal Vade","Red Rice with Fish Curry, Snake Gourd Curry, Dhal Vade","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Snake gourd, Lentils,  chillie,  Oil","120.0, 150.0, 110.0, 29.0, 6.0, 100.0, 50.0, 15.0, 30.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLD077, SLC009, SLK002, SLJ002"
Red Rice,"Dhal Curry, Malu Mirisata, Fish Cutlets","Red Rice with Dhal Curry, Malu Mirisata, Fish Cutlets","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Fish,  Chili,  curry leaves,  Potatoes,  Chillies","120.0, 240.0, 30.0, 15.0, 15.0, 130.0, 20.0, 6.0, 50.0, 10.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLF013, SLK002, SLK009, SLF034,  SLB006,  SLK002"
Red Rice,"Devilled Fish, Ala Badun, Octopus Curry","Red Rice with Devilled Fish, Ala Badun, Octopus Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Potato,  Oil, onion, chilli, Octopus,  Coconut milk,  Chillies","120.0, 150.0, 15.0, 15.0, 60.0, 80.0, 20.0, 60.0, 10.0, 50.0, 25.0, 10.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLB006, SLJ002, SLK006, SLF042,  SLI005"
Red Rice,"Drumstick Curry, Fish Patties, Dhal Vade","Red Rice with Drumstick Curry, Fish Patties, Dhal Vade","Red rice, Drumstick,  Coconut milk,  Spices, Fish,  Flour,  Oil, Lentils,  chillie","120.0, 150.0, 60.0, 15.0, 80.0, 60.0, 90.0, 50.0, 15.0","SLA009, SLD041, SLI005, SLK006, SLF036,  SLF034,  SLJ002, SLC009, SLK002, SLJ002"
Red Rice,"Bitter Gourd Salad, Papaya Curry, Seeni Sambol","Red Rice with Bitter Gourd Salad, Papaya Curry, Seeni Sambol","Red rice, Bitter gourd,  Coconut,  Onion, Papaya,  Coconut milk,  Spices, Onion,  Sugar,  chillii","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 20.0, 50.0, 5.0, 5.0","SLA009, SLD013, SLI005, SLI006, SLE038, SLK004, SLD060, SLI011, SLK002"
Red Rice,"Brinjal Moju, Egg Curry, Seeni Sambol","Red Rice with Brinjal Moju, Egg Curry, Seeni Sambol","Red rice, Eggplant,  Vinegar,  Spices, Egg,  Coconut milk,  Chillies, Onion,  Sugar,  chillii","120.0, 90.0, 120.0, 90.0, 100.0, 50.0, 20.0, 50.0, 5.0, 5.0","SLA009, SLD019,  SLI017,  SLK006, SLH001,  SLI005, SLK002, SLD060, SLI011"
Red Rice,"Tomato Curry, Cauliflower Pickle, Kappa Masala","Red Rice with Tomato Curry, Cauliflower Pickle, Kappa Masala","Red rice, Tomato,  Coconut milk,  Chillies, Cauliflower,  Oil,  Garlic, Cassava,  Coconut","120.0, 150.0, 75.0, 30.0, 200.0, 100.0, 40.0, 60.0, 25.0","SLA009, SLD082, SLI005, SLK004, SLD031, SLJ002, SLK011, SLI014"
Red Rice,"Devilled Chicken, Seer Fish Curry, Sprats Fry","Red Rice with Devilled Chicken, Seer Fish Curry, Sprats Fry","Red rice, Chicken,  Chili,  Curry leaves, Onion, Seer fish,  Coconut milk,  Chillies, Dried fish,  Oil","120.0, 150.0, 15.0, 30.0, 60.0, 100.0, 50.0, 30.0, 40.0, 20.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLF025,  SLI005, SLF019, SLJ002"
Red Rice,"Garlic curry, Pumpkin curry, Jackfruit Mallum","Red Rice with Garlic curry, Pumpkin curry, Jackfruit Mallum","Red rice, Garlic,  Coconut milk,  chillies,  curry leaves , Pumpkin, curry leaves, Jackfruit,  Coconut","120.0, 150.0, 100.0, 50.0, 15.0, 120.0, 10.0, 60.0, 30.0","SLA009, SLK011, SLI005, SLK002, SLK009, SLD071, SLD049"
Red Rice,"Green Banana Curry, Cucumber Sambol, Cauliflower Pickle","Red Rice with Green Banana Curry, Cucumber Sambol, Cauliflower Pickle","Red rice, Green banana,  Coconut milk,  Chillies, Cucumber,  Coconut,  pepper, Cauliflower,  Oil,  Garlic","120.0, 150.0, 75.0, 30.0, 120.0, 60.0, 10.0, 100.0, 50.0, 20.0","SLA009, SLD065,  SLI005, SLK002, SLD038, SLI005,  SLK018, SLD031, SLJ002, SLK011"
Red Rice,"Bitter Gourd Curry, Green Banana Curry, Ginger Chicken","Red Rice with Bitter Gourd Curry, Green Banana Curry, Ginger Chicken","Red rice, Bitter gourd,  Coconut milk,  Spices, Green banana,  Chillies, Chicken,  Ginger","120.0, 150.0, 125.0, 30.0, 100.0, 30.0, 50.0, 25.0","SLA009, SLD013, SLI005, SLK006, SLD065,  SLI005, SLK002, SLH006, SLK012"
Red Rice,"Pumpkin Leaves Curry, Coconut Sambol, Fish Curry","Red Rice with Pumpkin Leaves Curry, Coconut Sambol, Fish Curry","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Coconut,  Chili,  Onion, Fish,  Spices, curry leaves","120.0, 150.0, 95.0, 30.0, 100.0, 30.0, 40.0, 50.0, 3.0, 2.0","SLA009, SLI026,  SLI005, SLK002, SLI005,  SLK002, SLD060, SLF013, SLK006, SLK009"
Red Rice,"Fish Patties, Dry Fish Curry, Indian Fish Curry","Red Rice with Fish Patties, Dry Fish Curry, Indian Fish Curry","Red rice, Fish,  Flour,  Oil, Dry fish,  Coconut milk,  Chillies,  chillies","120.0, 180.0, 90.0, 90.0, 100.0, 80.0, 20.0, 10.0","SLA009, SLF036,  SLF034,  SLJ002, SLF020,  SLI005,  SLK002, SLF034, SLI005, SLK002"
Red Rice,"Lotus Root Curry, Gotu Kola Sambol, Devilled Beef","Red Rice with Lotus Root Curry, Gotu Kola Sambol, Devilled Beef","Red rice, Lotus root,  Coconut milk,  Chillies, Gotu Kola,  Coconut,  Onion, Beef,  Oil,  chillies","120.0, 150.0, 75.0, 30.0, 20.0, 30.0, 30.0, 80.0, 30.0, 5.0","SLA009, SLB005,  SLI005, SLK002, SLD048, SLI005, SLD060, SLH016, SLJ002"
Red Rice,"Bitter Gourd Salad, Murukku, Kappa Masala","Red Rice with Bitter Gourd Salad, Murukku, Kappa Masala","Red rice, Bitter gourd,  Coconut,  Onion, flour,  Chillies, Cassava","120.0, 150.0, 100.0, 30.0, 100.0, 40.0, 60.0","SLA009, SLD013, SLI005, SLI006, SLA08,  SLK002, SLI014"
Red Rice,"Bitter Gourd Salad, Okra Curry, Sinhala Achcharu","Red Rice with Bitter Gourd Salad, Okra Curry, Sinhala Achcharu","Red rice, Bitter gourd,  Coconut,  Onion, Okra,  Coconut milk,  Chillies, Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 20.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLD013, SLI005, SLI006, SLD053,  SLI005, SLK002, SLB002, SLD060, SLI017"
