Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004"
Vegetable Kottu,Devilled Chicken,Vegetable Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI006, SLK004, SLD060"
Vegetable Kottu,Devilled Fish,Vegetable Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLF006, SLI006, SLK004, SLD060"
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002"
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002"
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004"
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004"
Chicken Kottu,Devilled Chicken,Chicken Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI006, SLK004, SLD060"
Chicken Kottu,Devilled Fish,Chicken Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLF006, SLI006, SLK004, SLD060"
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002"
Chicken Kottu,Ginger Chicken,Chicken Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK012, SLK002"
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004"
Fish Kottu,Chicken Curry,Fish Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004"
Fish Kottu,Devilled Chicken,Fish Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLI006, SLK004, SLD060"
Fish Kottu,Devilled Fish,Fish Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Fish,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLF006, SLI006, SLK004, SLD060"
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012"
Fish Kottu,Ginger Chicken,Fish Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019, SLK002, SLH006, SLK012"
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004"
Egg Kottu,Chicken Curry,Egg Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004"
Egg Kottu,Devilled Chicken,Egg Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLI006, SLK004, SLD060"
Egg Kottu,Devilled Fish,Egg Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Egg,  Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLF006, SLI006, SLK004, SLD060"
Egg Kottu,Ginger Chicken,Egg Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK012, SLK002"
Egg Kottu,Ginger Chicken,Egg Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Egg,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLH001,  SLK002, SLH006, SLK012, SLK002"
Seafood Kottu,Chicken Curry,Seafood Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLI006, SLK004"
Seafood Kottu,Chicken Curry,Seafood Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLI006, SLK004"
Seafood Kottu,Devilled Chicken,Seafood Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLI006, SLK004, SLD060"
Seafood Kottu,Devilled Fish,Seafood Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Fish,  Chili,  Curry leaves, salt, Onion","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLF006, SLI006, SLK004, SLD060"
Seafood Kottu,Ginger Chicken,Seafood Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLK012, SLK002"
Seafood Kottu,Ginger Chicken,Seafood Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Fish,  Prawn, Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 30.0, 30.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLF019,  SLF043,  SLK002, SLH006, SLK012, SLK002"
Egg Biryani,Ginger Chicken,Egg Biryani with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.8, 50.0, 25.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Egg Biryani,Chickpea Salad,Egg Biryani with Chickpea Salad,"Rice,  Egg,  onion,  Spices, curry leaves, Chickpeas,  Carrot,  Cabbage","100.0, 50.0, 20.0, 5.0, 3.0, 2.8, 60.0, 30.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLI013, SLB002, SLD021"
Egg Biryani,Devilled Beef,Egg Biryani with Devilled Beef,"Rice,  Egg,  onion,  Spices, curry leaves, Beef,  Oil,  chillies","100.0, 50.0, 20.0, 5.0, 3.0, 2.8, 80.0, 30.0","SLA008, SLH001, SLD060, SLI006, SLK004, SLK009, SLH016, SLJ002, SLK002"
Coconut Roti,Fish Ambul Thiyal,Coconut Roti with Fish Ambul Thiyal,"Coconut,  Flour, Fish,  Goraka,  Spices","30.0, 40.0, 30.0, 40.0, 0.5","SLI005, SLA018, SLF006, SLE027, SLK004"
Coconut Roti,Dhal Curry,Coconut Roti with Dhal Curry,"Coconut,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","30.0, 40.0, 30.0, 10.0, 20.0, 5.0","SLI005, SLA018, SLC001, SLI006, SLK004, SLK019"
Coconut Roti,Chicken Curry,Coconut Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 40.0, 30.0, 40.0, 10.0","SLI005, SLA018, SLH006, SLI006, SLK004"
Coconut Roti,Lunu Miris,Coconut Roti with Lunu Miris,"Coconut,  Flour, Onion,  Chili,  Salt, Lime","30.0, 40.0, 30.0, 20.0, 50.0, 30.0","SLI005, SLA018, SLK016, SLE027, SLK011"
Coconut Roti,Fish Curry,Coconut Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 40.0, 30.0, 50.0, 20.0, 3.0","SLI005, SLA018, SLF006, SLB001, SLI006, SLK004"
Coconut Roti,Chicken Curry,Coconut Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 40.0, 30.0, 40.0, 10.0","SLI005, SLA018, SLH006, SLI006, SLK004"
Coconut Roti,Cuttlefish Curry,Coconut Roti with Cuttlefish Curry,"Coconut,  Flour, Cuttlefish,  Coconut milk,  Spices","30.0, 40.0, 30.0, 50.0, 25.0","SLI005, SLA018, SLF019, SLI006, SLK004"
Coconut Roti,Thalapath Fish Curry,Coconut Roti with Thalapath Fish Curry,"Coconut,  Flour, Thalapath fish,  Coconut milk,  Spices","30.0, 40.0, 30.0, 50.0, 25.0","SLI005, SLA018, SLF006, SLI006, SLK004"
Coconut Roti,Seer Fish Curry,Coconut Roti with Seer Fish Curry,"Coconut,  Flour, Seer fish,  Coconut milk,  Chillies","30.0, 40.0, 30.0, 50.0, 25.0","SLI005, SLA018, SLF025,  SLI005, SLK002"
Coconut Roti,Seeni Sambol,Coconut Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 40.0, 30.0, 50.0, 5.0","SLI005, SLA018, SLK016, SLK004"
Pol Roti,Fish Ambul Thiyal,Pol Roti with Fish Ambul Thiyal,"Coconut,  Flour, Fish,  Goraka,  Spices","30.0, 60.0, 5.0, 40.0, 0.5","SLI005, SLA018, SLF006, SLE027, SLK004"
Pol Roti,Dhal Curry,Pol Roti with Dhal Curry,"Coconut,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","30.0, 60.0, 5.0, 10.0, 20.0, 5.0","SLI005, SLA018, SLC001, SLI006, SLK004, SLK019"
Pol Roti,Parippu,Pol Roti with Parippu,"Coconut,  Flour, Dhal,  Coconut milk,  Spices, Termeric powder","30.0, 60.0, 5.0, 10.0, 10.0, 5.0","SLI005, SLA018, SLC001, SLI006, SLK004, SLK019"
Pol Roti,Lunu Miris,Pol Roti with Lunu Miris,"Coconut,  Flour, Onion,  Chili,  Salt, Lime","30.0, 60.0, 5.0, 20.0, 50.0, 30.0","SLI005, SLA018, SLK016, SLE027, SLK011"
Pol Roti,Seeni Sambol,Pol Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 60.0, 5.0, 50.0, 5.0","SLI005, SLA018, SLK016, SLK004"
Pol Roti,Fish Curry,Pol Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 3.0","SLI005, SLA018, SLF006, SLB001, SLI006, SLK004"
Pol Roti,Chicken Curry,Pol Roti with Chicken Curry,"Coconut,  Flour, Chicken,  Coconut milk,  Spices","30.0, 60.0, 5.0, 40.0, 10.0","SLI005, SLA018, SLH006, SLI006, SLK004"
Pol Roti,Elumas Curry,Pol Roti with Elumas Curry,"Coconut,  Flour, Goat,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 5.0","SLI005, SLA018, SLH018, SLI006, SLK004, SLK009"
Pol Roti,Cuttlefish Curry,Pol Roti with Cuttlefish Curry,"Coconut,  Flour, Cuttlefish,  Coconut milk,  Spices","30.0, 60.0, 5.0, 50.0, 25.0","SLI005, SLA018, SLF019, SLI006, SLK004"
Pol Roti,Thalapath Fish Curry,Pol Roti with Thalapath Fish Curry,"Coconut,  Flour, Thalapath fish,  Coconut milk,  Spices","30.0, 60.0, 5.0, 50.0, 25.0","SLI005, SLA018, SLF006, SLI006, SLK004"
Pol Roti,Kochchi Sambol,Pol Roti with Kochchi Sambol,"Coconut,  Flour, Green chili,  Coconut","30.0, 60.0, 5.0, 10.0","SLI005, SLA018, SLK002"
Pol Roti,Seeni Sambol,Pol Roti with Seeni Sambol,"Coconut,  Flour, Onion,  Sugar,  chillii","30.0, 60.0, 5.0, 50.0, 5.0","SLI005, SLA018, SLK016, SLK004"
Pol Roti,Fish Curry,Pol Roti with Fish Curry,"Coconut,  Flour, Fish,  Coconut milk,  Spices, curry leaves","30.0, 60.0, 5.0, 50.0, 20.0, 3.0","SLI005, SLA018, SLF006, SLB001, SLI006, SLK004"
String Hopper Kottu,Chicken Curry,String Hopper Kottu with Chicken Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Chicken,  Coconut milk,  Spices","100.0, 40.0, 25.0, 10.0, 50.0, 40.0, 10.0, 5.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLI006, SLK004"
String Hopper Kottu,Chicken Curry,String Hopper Kottu with Chicken Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Chicken,  Coconut milk,  Spices","100.0, 40.0, 25.0, 10.0, 50.0, 40.0, 10.0, 5.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLI006, SLK004"
String Hopper Kottu,Elumas Curry,String Hopper Kottu with Elumas Curry,"String hoppers,  Chicken,  Carrot,  leaks,  Egg, Goat,  Coconut milk,  Spices, curry leaves","100.0, 40.0, 25.0, 10.0, 50.0, 50.0, 20.0, 5.0, 2.0","SLA012, SLE028, SLH006, SLB002, SLD055, SLH001, SLH018, SLI006, SLK004, SLK009"
Roast Bread,Fish Ambul Thiyal,Roast Bread with Fish Ambul Thiyal,"Flour,  sugar,  Oil, Fish,  Goraka,  Spices","50.0, 20.0, 20.0, 40.0, 0.5, 10.0","SLA018, SLJ002, SLF006, SLE027, SLK004"
Roast Bread,Dhal Curry,Roast Bread with Dhal Curry,"Flour,  sugar,  Oil, Dhal,  Coconut milk,  Spices","50.0, 20.0, 20.0, 10.0, 20.0, 5.0","SLA018, SLJ002, SLC001, SLI006, SLK004, SLK019"
Roast Bread,Chicken Curry,Roast Bread with Chicken Curry,"Flour,  sugar,  Oil, Chicken,  Coconut milk,  Spices","50.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018, SLJ002, SLH006, SLI006, SLK004"
Roast Bread,Pol Sambol,Roast Bread with Pol Sambol,"Flour,  sugar,  Oil, Coconut,  Chili","50.0, 20.0, 20.0, 20.0, 5.0","SLA018, SLJ002, SLI005, SLK004, SLK016, SLE027, SLK011"
Roast Bread,Parippu,Roast Bread with Parippu,"Flour,  sugar,  Oil, Dhal,  Coconut milk,  Spices, Termeric powder","50.0, 20.0, 20.0, 10.0, 10.0, 5.0, 0.25","SLA018, SLJ002, SLC001, SLI006, SLK004, SLK019"
Roast Bread,Fish Curry,Roast Bread with Fish Curry,"Flour,  sugar,  Oil, Fish,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 50.0, 20.0, 3.0, 2.0","SLA018, SLJ002, SLF006, SLB001, SLI006, SLK004"
Roast Bread,Polos Curry,Roast Bread with Polos Curry,"Flour,  sugar,  Oil, Jackfruit,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 15.0, 10.0, 5.0, 0.25","SLA018, SLJ002, SLE024, SLI006, SLK004, SLK009"
Roast Bread,Chicken Curry,Roast Bread with Chicken Curry,"Flour,  sugar,  Oil, Chicken,  Coconut milk,  Spices","50.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018, SLJ002, SLH006, SLI006, SLK004"
Roast Bread,Bathala Curry,Roast Bread with Bathala Curry,"Flour,  sugar,  Oil, Sweet potato,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 30.0, 10.0, 5.0, 3.0","SLA018, SLJ002, SLB010, SLI006, SLK004, SLK009"
Roast Bread,Elumas Curry,Roast Bread with Elumas Curry,"Flour,  sugar,  Oil, Goat,  Coconut milk,  Spices, curry leaves","50.0, 20.0, 20.0, 50.0, 20.0, 5.0, 2.0","SLA018, SLJ002, SLH018, SLI006, SLK004, SLK009"
Roast Bread,Potato Curry,Roast Bread with Potato Curry,"Flour,  sugar,  Oil, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder","50.0, 20.0, 20.0, 20.0, 30.0, 10.0, 5.0, 2.0","SLA018, SLJ002, SLB006, SLI006, SLK004, SLK009, SKL019"
Roast Bread,Cuttlefish Curry,Roast Bread with Cuttlefish Curry,"Flour,  sugar,  Oil, Cuttlefish,  Coconut milk,  Spices","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLF019, SLI006, SLK004"
Roast Bread,Thalapath Fish Curry,Roast Bread with Thalapath Fish Curry,"Flour,  sugar,  Oil, Thalapath fish,  Coconut milk,  Spices","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLF006, SLI006, SLK004"
Roast Bread,Seer Fish Curry,Roast Bread with Seer Fish Curry,"Flour,  sugar,  Oil, Seer fish,  Coconut milk,  Chillies","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLF025,  SLI005, SLK002"
Roast Bread,Egg Curry,Roast Bread with Egg Curry,"Flour,  sugar,  Oil, Egg,  Coconut milk,  Chillies","50.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018, SLJ002, SLH001,  SLI005, SLK002"
Roast Bread,Coconut Sambol,Roast Bread with Coconut Sambol,"Flour,  sugar,  Oil, Coconut,  Chili,  Onion","50.0, 20.0, 20.0, 50.0, 15.0, 20.0","SLA018, SLJ002, SLI005,  SLK002, SLD060"
Roast Bread,Kiri Hodi,Roast Bread with Kiri Hodi,"Flour,  sugar,  Oil, Coconut milk","50.0, 20.0, 20.0, 60.0","SLA018, SLJ002, SLI005"
Roast Bread,Maalu Badun,Roast Bread with Maalu Badun,"Flour,  sugar,  Oil, Fish","50.0, 20.0, 35.0, 90.0","SLA018, SLJ002, SLF035"
Roast Bread,Spicy Crab,Roast Bread with Spicy Crab,"Flour,  sugar,  Oil, Crab,  chillies","50.0, 20.0, 40.0, 70.0, 10.0","SLA018, SLJ002, SLF045, SLK002"
Roast Bread,Sprats Fry,Roast Bread with Sprats Fry,"Flour,  sugar,  Oil, Dried fish,  Chillies","50.0, 20.0, 40.0, 40.0, 10.0","SLA018, SLJ002, SLF019, SLK002"
Roast Bread,Simmered Fish Roe,Roast Bread with Simmered Fish Roe,"Flour,  sugar,  Oil, Fish,  flour,  egg","50.0, 20.0, 50.0, 70.0, 20.0, 10.0","SLA018, SLJ002, SLF054, SLH001"
Roast Bread,Tender Jackfruit Fry,Roast Bread with Tender Jackfruit Fry,"Flour,  sugar,  Oil, Jackfruit","50.0, 20.0, 40.0, 90.0","SLA018, SLJ002, SLD049"
Roast Bread,Polos Ambula,Roast Bread with Polos Ambula,"Flour,  sugar,  Oil, Jackfruit,  coconut milk,  chillies,  curry leaves","50.0, 20.0, 20.0, 80.0, 30.0, 10.0, 10.0","SLA018, SLJ002, SLD049, SLI005, SLK002, SLK009"
Roast Bread,Indian Fish Curry,Roast Bread with Indian Fish Curry,"Flour,  sugar,  Oil, Fish,  Coconut milk,  chillies","50.0, 20.0, 20.0, 60.0, 30.0, 10.0","SLA018, SLJ002, SLF034, SLI005, SLK002"
Chicken Koththu,Chicken Curry,Chicken Koththu with Chicken Curry,"Flour,  Chicken,  Carrot,  Egg,  onion, Chicken,  Coconut milk,  Spices","80.0, 40.0, 20.0, 20.0, 10.0, 40.0, 10.0, 5.0","SLA018, SLH006, SLB002, SLH001, SLD060, SLI006, SLK004"
Chicken Koththu,Devilled Chicken,Chicken Koththu with Devilled Chicken,"Flour,  Chicken,  Carrot,  Egg,  onion, Chicken,  Chili,  Curry leaves, salt, Onion","80.0, 40.0, 20.0, 20.0, 10.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018, SLH006, SLB002, SLH001, SLD060, SLI006, SLK004"
Chicken Koththu,Devilled Fish,Chicken Koththu with Devilled Fish,"Flour,  Chicken,  Carrot,  Egg,  onion, Fish,  Chili,  Curry leaves, salt, Onion","80.0, 40.0, 20.0, 20.0, 10.0, 50.0, 10.0, 5.0, 0.25, 20.0","SLA018, SLH006, SLB002, SLH001, SLD060, SLF006, SLI006, SLK004"
Chicken Koththu,Ginger Chicken,Chicken Koththu with Ginger Chicken,"Flour,  Chicken,  Carrot,  Egg,  onion, Chicken,  Ginger,  Chillies","80.0, 40.0, 20.0, 20.0, 10.0, 50.0, 25.0, 10.0","SLA018, SLH006, SLB002, SLH001, SLD060, SLK012, SLK002"
Chicken Koththu,Ginger Chicken,Chicken Koththu with Ginger Chicken,"Flour,  Chicken,  Carrot,  Egg,  onion, Chicken,  Ginger,  Chillies","80.0, 40.0, 20.0, 20.0, 10.0, 50.0, 25.0, 10.0","SLA018, SLH006, SLB002, SLH001, SLD060, SLK012, SLK002"
Chicken Fried Rice,"Ala Badun, Cashew Curry, Vegetable Balls","Chicken Fried Rice with Ala Badun, Cashew Curry, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion, chilli, Cashew,  Coconut milk,  Chillies, Carrot,  leeks","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 120.0, 90.0, 90.0, 100.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLI004,  SLI005, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Chicken Curry, Ala Badun, Vegetable Cutlets","Chicken Fried Rice with Chicken Curry, Ala Badun, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Potato,  Oil,  Salt, onion, chilli, Carrot,  Potatoes","300.0, 150.0, 60.0, 45.0, 9.0, 7.5, 120.0, 10.0, 80.0, 60.0, 60.0, 30.0, 40.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Wambatu Moju, Fish Cutlets, Ginger Chicken","Chicken Fried Rice with Wambatu Moju, Fish Cutlets, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Fish,  Potatoes,  Chillies, Chicken,  Ginger","300.0, 150.0, 60.0, 16.5, 9.0, 7.5, 60.0, 15.0, 30.0, 6.0, 60.0, 125.0, 10.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLF034,  SLB006,  SLK002, SLK012, SLK002"
Chicken Fried Rice,"Chicken Curry, Tapioca Chips, Vegetable Balls","Chicken Fried Rice with Chicken Curry, Tapioca Chips, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit,  Potatoes","300.0, 150.0, 60.0, 45.0, 9.0, 7.5, 120.0, 10.0, 100.0, 40.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Ginger Chicken, Tapioca Chips, Ginger Chicken","Chicken Fried Rice with Ginger Chicken, Tapioca Chips, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies","300.0, 150.0, 60.0, 15.0, 9.0, 17.5, 200.0, 100.0, 20.0, 100.0, 40.0, 20.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
