date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,61.25,0.2029
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,259.5,0.8596
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,257.5,0.853
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,363.0,1.2025
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,342.67,1.1351
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,421.5,1.3963
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Papaya,KG,actual,Retail,LKR,181.5,0.6013
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,641.33,2.1245
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,183.0,0.6062
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,244.5,0.81
2024-05-15,Eastern,Batticaloa,Batticaloa,7.716667,81.7,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,264.5,0.8762
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,200.0,0.6625
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215.1,0.7126
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (white),KG,actual,Retail,LKR,249.7,0.8272
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,51.19,0.1696
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2352.5,7.7931
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1209.5,4.0067
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,811.25,2.6874
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1907.0,6.3173
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1459.0,4.8332
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1070.5,3.5462
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2247.0,7.4436
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1301.67,4.312
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,959.5,3.1785
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Beans,KG,actual,Retail,LKR,474.0,1.5702
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1151.67,3.8151
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,876.0,2.9019
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Lentils,KG,actual,Retail,LKR,310.55,1.0288
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Bananas,KG,actual,Retail,LKR,192.75,0.6385
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,295.0,0.9772
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Carrots,KG,actual,Retail,LKR,337.0,1.1164
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,74.2,0.2458
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,245.5,0.8133
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,256.0,0.848
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,333.0,1.1031
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,379.33,1.2566
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Papaya,KG,actual,Retail,LKR,171.5,0.5681
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,753.0,2.4945
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,201.0,0.6658
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,230.0,0.7619
2024-05-15,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,216.0,0.7155
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,203.0,0.6725
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.7288
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,cereals and tubers,Rice (white),KG,actual,Retail,LKR,257.5,0.853
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,46.95,0.1555
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2200.0,7.2879
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1080.0,3.5777
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,900.0,2.9814
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1650.0,5.4659
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2400.0,7.9504
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1106.25,3.6647
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1005.0,3.3292
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2162.5,7.1637
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1193.75,3.9545
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,855.0,2.8323
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,pulses and nuts,Beans,KG,actual,Retail,LKR,506.0,1.6762
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1265.0,4.1905
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,802.5,2.6584
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,pulses and nuts,Lentils,KG,actual,Retail,LKR,305.75,1.0129
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Bananas,KG,actual,Retail,LKR,189.5,0.6278
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,226.0,0.7487
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Carrots,KG,actual,Retail,LKR,301.0,0.9971
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.0,0.2584
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,258.0,0.8547
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,227.5,0.7536
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,362.5,1.2008
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,408.0,1.3516
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Papaya,KG,actual,Retail,LKR,133.0,0.4406
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,812.5,2.6916
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,147.0,0.487
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,270.0,0.8944
2024-05-15,North Central,Anuradhapura,Anuradhapura,8.33530044555664,80.33290100097656,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,207.0,0.6857
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,190.5,0.6311
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.1,0.7258
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,cereals and tubers,Rice (white),KG,actual,Retail,LKR,248.0,0.8215
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.85,0.1585
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2280.0,7.5529
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1095.0,3.6274
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,880.0,2.9152
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2025.0,6.7082
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2425.0,8.0333
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1470.0,4.8696
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1025.0,3.3955
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2425.0,8.0333
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1093.0,3.6208
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,808.62,2.6787
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,pulses and nuts,Beans,KG,actual,Retail,LKR,502.0,1.663
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1217.5,4.0332
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,747.5,2.4762
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,pulses and nuts,Lentils,KG,actual,Retail,LKR,299.5,0.9921
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Bananas,KG,actual,Retail,LKR,118.0,0.3909
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,188.0,0.6228
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Carrots,KG,actual,Retail,LKR,280.0,0.9276
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,74.0,0.2451
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,282.0,0.9342
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,227.0,0.752
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,347.0,1.1495
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Papaya,KG,actual,Retail,LKR,117.0,0.3876
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,825.0,2.733
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,145.0,0.4803
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,242.0,0.8017
2024-05-15,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,180.0,0.5963
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,189.17,0.6266
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.7288
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,46.83,0.1551
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1800.0,5.9628
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1100.0,3.644
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,750.0,2.4845
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2000.0,6.6254
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1000.0,3.3127
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,700.0,2.3189
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2600.0,8.613
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1152.5,3.8179
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,771.43,2.5555
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Beans,KG,actual,Retail,LKR,323.33,1.0711
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1250.0,4.1409
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Lentils,KG,actual,Retail,LKR,309.75,1.0261
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Bananas,KG,actual,Retail,LKR,158.0,0.5234
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,190.0,0.6294
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Carrots,KG,actual,Retail,LKR,243.33,0.8061
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,82.5,0.2733
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,248.57,0.8234
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,347.5,1.1512
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,265.0,0.8779
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,393.33,1.303
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,382.5,1.2671
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Papaya,KG,actual,Retail,LKR,105.0,0.3478
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,1080.0,3.5777
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,100.0,0.3313
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,180.0,0.5963
2024-05-15,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,111.43,0.3691
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,200.0,0.6625
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,333.33,1.1042
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.0,0.7255
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Rice (white),KG,actual,Retail,LKR,255.75,0.8472
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.47,0.1606
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1800.0,5.9628
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1137.5,3.7682
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1566.67,5.1899
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2100.0,6.9566
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1466.67,4.8586
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,933.33,3.0918
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2033.33,6.7358
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1166.67,3.8648
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,890.0,2.9483
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Beans,KG,actual,Retail,LKR,408.0,1.3516
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1194.44,3.9568
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,941.67,3.1194
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,pulses and nuts,Lentils,KG,actual,Retail,LKR,324.0,1.0733
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Bananas,KG,actual,Retail,LKR,261.0,0.8646
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,236.67,0.784
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Carrots,KG,actual,Retail,LKR,296.67,0.9828
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,80.0,0.265
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,260.67,0.8635
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,422.0,1.398
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,362.5,1.2008
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,420.0,1.3913
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Papaya,KG,actual,Retail,LKR,275.0,0.911
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,662.5,2.1947
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,151.33,0.5013
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,243.33,0.8061
2024-05-15,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,163.33,0.5411
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,211.0,0.699
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,393.33,1.303
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.7288
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,cereals and tubers,Rice (white),KG,actual,Retail,LKR,256.88,0.8509
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,45.5,0.1507
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1991.67,6.5978
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1181.25,3.9131
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,908.33,3.009
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1575.0,5.2175
2024-05-15,North Western,Kurunegala,Kurunegala,7.4807000160217285,80.32270050048828,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2400.0,7.9504
