Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g)
Red Rice,"Fish Curry, Devilled Fish, Murunga Curry","Red Rice with Fish Curry, Devilled Fish, Murunga Curry","Red rice, Fish,  Coconut milk,  Spices, curry leaves,  Chili,  Curry leaves, Onion, Drumstick","120.0, 250.0, 85.0, 19.0, 6.0, 10.0, 10.0, 40.0, 50.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLF006, SLK002, SLD060, SLD041, SLI006",1354.8,75.79200000000002,102.31200000000001,135.28799999999998,120.828,1770.3600000000001,165.44400000000002,1151.076,13.344,1833.192,1390.98,999.0840000000002,211.95600000000002,5123.999999999999,54212.98799999999,18116.796000000002,6069.2159999999985,15.588,105.40799999999999
Red Rice,"Fish Ambul Thiyal, Elumas Curry, Mango Chutney","Red Rice with Fish Ambul Thiyal, Elumas Curry, Mango Chutney","Red rice, Fish,  Goraka,  Spices, Goat,  Coconut milk, curry leaves, Mango,  Vinegar,  sugar","120.0, 240.0, 30.0, 40.0, 100.0, 40.0, 4.0, 40.0, 10.0, 10.0","SLA009, SLF006, SLK005, SLK006, SLH018, SLI005, SLK009, SLE030, SLI017, SLI011",2050.7999999999997,72.57600000000001,118.572,271.656,145.27200000000002,1921.44,201.9,605.8320000000001,10.895999999999999,2315.784,1270.6080000000002,1289.388,386.784,5667.599999999999,60942.0,21488.196000000004,9900.000000000002,143.57999999999998,110.484
Red Rice,"Cuttlefish Curry, Chickpea Curry, Egg Curry","Red Rice with Cuttlefish Curry, Chickpea Curry, Egg Curry","Red rice, Cuttlefish,  Coconut milk,  Spices, Chickpea,  Chillies, Egg","120.0, 150.0, 150.0, 30.0, 100.0, 30.0, 50.0","SLA009, SLK007, SLI005, SLK006, SLI013, SLK004, SLH001,  SLI005, SLK002",2618.4000000000005,64.67999999999999,239.268,158.24400000000003,89.47200000000001,1026.7920000000001,16.596,481.608,10.895999999999999,1170.1439999999998,1190.556,691.2480000000002,310.884,3714.0000000000005,58525.296,24032.64,7435.523999999999,18.035999999999998,100.64399999999999
Red Rice,"Cabbage Mallung, Murukku, Simmered Fish Roe","Red Rice with Cabbage Mallung, Murukku, Simmered Fish Roe","Red rice, Cabbage,  Coconut,  Spices, flour,  Chillies, Fish,  Oil,  flour,  egg","120.0, 60.0, 30.0, 15.0, 100.0, 40.0, 70.0, 30.0, 20.0, 10.0","SLA009, SLD021, SLI005, SLK006, SLA08,  SLK002, SLF054, SLA018, SLH001",2067.6,135.324,123.168,209.49599999999998,84.936,306.228,14.184000000000001,257.60400000000004,10.979999999999999,1139.076,1786.86,810.5640000000001,13012.692000000001,4434.0,61389.731999999996,25894.764000000003,8672.412,13.524,183.46800000000002
Red Rice,"Eggplant Curry, Lotus Root Curry, Radish Sambol","Red Rice with Eggplant Curry, Lotus Root Curry, Radish Sambol","Red rice, Eggplant,  Spices,  Coconut milk, Lotus root,  Chillies, Radish,  Coconut,  pepper","120.0, 90.0, 6.0, 80.0, 100.0, 20.0, 60.0, 30.0, 5.0","SLA009, SLD019, SLK006, SLI005, , SLB005,  SLI005, SLK002, SLB007, SLK018",1533.6,51.54,104.88000000000001,198.228,137.184,289.99199999999996,38.39999999999999,370.236,10.62,1593.6480000000001,1204.7640000000001,880.164,155.916,6590.4000000000015,54833.772000000004,18627.023999999998,7082.807999999999,15.18,159.10799999999998
Red Rice,"Malu Mirisata, Green Banana Curry, Ulundu Wade","Red Rice with Malu Mirisata, Green Banana Curry, Ulundu Wade","Red rice, Fish,  Chili,  curry leaves, Green banana,  Coconut milk,  Chillies, Urad,  flour,  Oil","120.0, 150.0, 30.0, 9.0, 100.0, 50.0, 20.0, 30.0, 40.0, 20.0","SLA009, SLF013, SLK002, SLK009, SLD065,  SLI005, SLI020,  SLA08,  SLJ002",1183.2,81.40799999999999,7.848,192.72,70.344,1738.476,156.684,371.736,3.336,860.8439999999999,728.304,366.288,119.30400000000002,2143.2,1601.9999999999998,929.052,2352.0000000000005,3.084,112.392
Red Rice,"Chicken Curry, Jackfruit Curry, Cauliflower Pickle","Red Rice with Chicken Curry, Jackfruit Curry, Cauliflower Pickle","Red rice, Chicken,  Coconut milk,  Spices, Jackfruit, curry leaves, Cauliflower,  Oil,  Garlic","120.0, 120.0, 50.0, 15.0, 30.0, 10.0, 100.0, 50.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLD049, SLK009, SLD031, SLJ002, SLK011",2618.4,81.15599999999999,232.512,152.412,120.97200000000001,1703.424,163.44,450.252,10.308,1838.64,1341.684,901.1640000000001,181.848,4966.799999999999,55025.363999999994,19230.588000000003,6086.88,20.544,119.94
Red Rice,"Chicken Curry, Beetroot Curry, Coconut Sambol","Red Rice with Chicken Curry, Beetroot Curry, Coconut Sambol","Red rice, Chicken,  Coconut milk,  Spices, Beetroot, curry leaves, Coconut,  Chili,  Onion","120.0, 120.0, 70.0, 25.0, 60.0, 4.0, 50.0, 15.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLB001, SLK009,  SLK002, SLD060",1404.0000000000002,72.924,111.85200000000002,130.032,111.348,1705.0800000000002,156.57600000000002,731.556,12.372,1815.9479999999999,1209.312,950.556,228.324,4548.0,54812.484,19160.544000000005,5804.303999999999,17.34,103.752
Red Rice,"Snake Gourd Curry, potatoe cheese Balls, Beetroot curry","Red Rice with Snake Gourd Curry, potatoe cheese Balls, Beetroot curry","Red rice, Snake gourd,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Beetroot,  chillies, curry leaves","120.0, 150.0, 105.0, 30.0, 60.0, 120.0, 20.0, 70.0, 10.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLB001, SLK002, SLK009",1676.4,70.24799999999999,135.588,147.768,112.82399999999998,1986.384,157.776,412.452,10.367999999999999,2584.0559999999996,1732.572,906.7320000000002,1745.256,4330.8,53986.056,18046.74,5867.567999999999,18.503999999999998,105.62400000000001
Red Rice,"Papaya Curry, Dhal Vade, Sprats Fry","Red Rice with Papaya Curry, Dhal Vade, Sprats Fry","Red rice, Papaya,  Coconut milk,  Spices, Lentils,  chillie,  Oil, Dried fish,  Chillies","120.0, 150.0, 75.0, 30.0, 100.0, 30.0, 80.0, 40.0, 10.0","SLA009, SLE038, SLI006, SLK004, SLC009, SLK002, SLJ002, SLF019",3169.2,60.56399999999999,248.028,169.44,25.308000000000003,266.7,6.888,38.76,0.696,108.792,878.3399999999999,202.83599999999998,105.50399999999999,2170.7999999999997,2613.5879999999997,1749.228,2677.9439999999995,8.675999999999998,145.61999999999998
Red Rice,"Dhal Curry, Devilled Chicken, Ginger Chicken","Red Rice with Dhal Curry, Devilled Chicken, Ginger Chicken","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Chicken,  Chili,  Curry leaves, Onion,  Ginger,  Chillies","120.0, 240.0, 30.0, 15.0, 15.0, 150.0, 10.0, 20.0, 40.0, 25.0, 10.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLH006, SLK002, SLK009, SLD060, SLK012",2200.8,112.45200000000001,120.528,264.912,156.50400000000002,1779.3000000000002,187.88400000000001,811.5480000000001,16.932000000000002,2022.2520000000002,2011.692,1390.464,205.29600000000002,9018.0,57356.484,19852.271999999997,9435.347999999998,18.767999999999997,212.736
Red Rice,"Soya Meat Curry, Sweet Corn Curry, Shrimp Cutlets","Red Rice with Soya Meat Curry, Sweet Corn Curry, Shrimp Cutlets","Red rice, Soya meat,  Coconut milk,  Chillies, Sweet corn, Shrimp,  Potatoes,  flour","120.0, 150.0, 125.0, 50.0, 100.0, 30.0, 50.0, 20.0","SLA009, SLK008, SLI005, SLK004, SLD037,  SLI005 , SLK002, SLI015, SLB006, SLA018",2947.2000000000003,84.504,222.04800000000003,258.3,77.82,121.704,64.18799999999999,306.108,8.772,1376.5199999999998,1511.3880000000001,806.568,189.648,5131.2,53717.304,15779.664000000002,8797.524,19.164,213.80400000000003
Red Rice,"Murunga Curry, Prawn Curry, Sprats Fry","Red Rice with Murunga Curry, Prawn Curry, Sprats Fry","Red rice, Drumstick,  Coconut milk,  Spices, Prawn,  Chillies, Dried fish,  Oil","120.0, 150.0, 125.0, 30.0, 100.0, 30.0, 40.0, 20.0","SLA009, SLD041, SLI006, SLK006, SLF043,  SLI005, SLK002, SLF019, SLJ002",2097.6,65.604,148.38,116.89200000000001,73.8,93.67199999999998,12.6,508.896,5.724,980.04,1121.8799999999999,640.7280000000002,378.132,3264.0000000000005,3634.2719999999995,14521.116,4953.792,6.5520000000000005,100.55999999999999
Red Rice,"Elumas Curry, Pineapple Curry, Jaffna Crab Curry","Red Rice with Elumas Curry, Pineapple Curry, Jaffna Crab Curry","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Pineapple, Crab,  Chillies","120.0, 150.0, 135.0, 35.0, 6.0, 100.0, 50.0, 10.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLE041, SLF045,  SLI005, SLK002",1434.0,79.87200000000001,109.524,136.15200000000002,110.18400000000001,1760.9400000000003,285.87600000000003,427.32,13.152,2018.316,1388.5079999999998,931.3919999999999,524.796,4680.0,57817.77599999999,20787.084,6320.976,23.028000000000002,102.756
Red Rice,"Pol Sambol, Bitter Gourd Curry, Ash Plantain Curry","Red Rice with Pol Sambol, Bitter Gourd Curry, Ash Plantain Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Bitter gourd,  Coconut milk,  Spices, Ash plantain,  Chillies","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 75.0, 20.0, 50.0, 10.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD013, SLK006, SLD005, SLK004",2434.7999999999997,48.348000000000006,221.18400000000003,165.6,108.19200000000002,140.51999999999998,22.247999999999998,441.79200000000003,10.524,1083.96,1168.6439999999998,826.4760000000001,117.588,5014.8,54142.02,18035.94,5430.66,22.895999999999997,122.26799999999999
Red Rice,"Green Banana Curry, Fish Cutlets, Jaffna Crab Curry","Red Rice with Green Banana Curry, Fish Cutlets, Jaffna Crab Curry","Red rice, Green banana,  Coconut milk,  Chillies, Fish,  Potatoes, Crab","120.0, 150.0, 100.0, 60.0, 60.0, 100.0, 50.0","SLA009, SLD065,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLF045",756.0,49.968,8.844,117.108,13.620000000000001,73.16399999999999,7.116,51.38399999999999,5.231999999999999,329.46,766.176,202.76399999999998,490.344,1638.0,3279.732,1878.912,2259.6000000000004,2.34,108.86399999999999
Red Rice,"Green Banana Curry, Ulundu Wade, Seeni Sambol","Red Rice with Green Banana Curry, Ulundu Wade, Seeni Sambol","Red rice, Green banana,  Coconut milk,  Chillies, Urad,  flour,  Oil, Onion,  Sugar,  chillii","120.0, 150.0, 75.0, 30.0, 60.0, 80.0, 40.0, 50.0, 5.0, 5.0","SLA009, SLD065,  SLI005, SLK002, SLI020,  SLA08,  SLJ002, SLD060, SLI011",1494.0000000000002,47.724,6.24,313.15200000000004,54.756,45.864,9.971999999999998,371.868,2.532,78.456,369.948,199.332,42.3,1417.2,1233.612,816.7320000000001,1612.548,122.916,110.18399999999998
Red Rice,"Bottle Gourd Curry, Sesame Seed Sambol, Vegetable Balls","Red Rice with Bottle Gourd Curry, Sesame Seed Sambol, Vegetable Balls","Red rice, Bottle gourd,  Coconut milk,  Chillies, Sesame seed,  Chili,  Onion, Carrot,  leeks,  Jackfruit","120.0, 150.0, 75.0, 30.0, 100.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA009, SLD015, SLI005, SLK002, SLI023,  SLD060, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",1527.6,45.024,140.004,145.764,35.52,1539.312,7.452,58.728,7.0200000000000005,126.24,604.4759999999999,205.644,89.82000000000001,1899.6000000000001,52612.547999999995,5165.496,2862.3120000000004,13.512,95.148
Red Rice,"Pol Sambol, Pineapple Curry, Spinach Curry","Red Rice with Pol Sambol, Pineapple Curry, Spinach Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Pineapple,  Coconut milk,  Spices, Spinach","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 90.0, 50.0, 30.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLE041, SLK006, SLI022,  SLI005",1382.4,49.596,101.412,172.992,103.536,81.336,145.308,427.548,10.488,1043.0520000000001,1100.304,768.0120000000001,197.808,5082.000000000001,53899.84799999999,18050.472,5316.0,32.832,120.04799999999999
Red Rice,"Cabbage Mallung, Brinjal Moju, Beef Curry","Red Rice with Cabbage Mallung, Brinjal Moju, Beef Curry","Red rice, Cabbage,  Coconut,  Spices, Eggplant,  Vinegar, Beef,  Coconut milk,  Chillies","120.0, 60.0, 30.0, 75.0, 60.0, 80.0, 60.0, 25.0, 10.0","SLA009, SLD021, SLI005, SLK006, SLD019,  SLI017,  SLK006, SLH016,  SLI005, SLK002",1347.6,65.952,109.40400000000001,130.90800000000002,91.14,105.26399999999998,8.448,233.31600000000006,8.748000000000001,1038.228,1235.628,687.6960000000001,157.84799999999998,4188.0,57394.764,21900.672,5902.811999999999,13.907999999999998,101.77199999999999
Red Rice,"Beetroot Curry, Tomato Curry, Green Pea Curry","Red Rice with Beetroot Curry, Tomato Curry, Green Pea Curry","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Tomato,  Chillies, Green pea","120.0, 90.0, 135.0, 15.0, 6.0, 100.0, 30.0, 50.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD082, SLK004, SLC007,  SLI005, SLK002",2658.0,73.2,222.76800000000003,191.7,132.732,1773.2160000000001,161.448,562.9920000000001,10.944,1908.576,1461.108,1072.548,199.79999999999998,5822.400000000001,54400.164,18097.26,6678.48,19.727999999999998,159.32399999999998
Red Rice,"Jackfruit Curry, Seer Fish Curry, Octopus Curry","Red Rice with Jackfruit Curry, Seer Fish Curry, Octopus Curry","Red rice, Jackfruit,  Coconut milk, curry leaves, Seer fish,  Chillies, Octopus","120.0, 45.0, 105.0, 15.0, 100.0, 30.0, 50.0","SLA009, SLD049, SLI005, SLK009, SLF025,  SLI005, SLK002, SLF042",1149.6000000000001,77.436,88.5,117.69599999999998,58.56,1844.472,167.652,383.5319999999999,10.68,969.9,1182.6,536.1120000000001,371.952,3346.8,55879.056000000004,6609.228,5371.2,12.36,96.468
Red Rice,"Chicken Curry, Chickpea Curry, Seeni Sambol","Red Rice with Chicken Curry, Chickpea Curry, Seeni Sambol","Red rice, Chicken,  Coconut milk,  Spices, Chickpea,  Chillies, Onion,  Sugar,  chillii","120.0, 120.0, 80.0, 15.0, 100.0, 20.0, 50.0, 5.0, 5.0","SLA009, SLH006, SLI005, SLK006, SLI013, SLK004, SLD060, SLI011, SLK002",3085.2000000000007,75.16800000000002,234.21600000000004,279.588,90.36,82.24799999999999,11.531999999999998,434.388,10.272000000000002,999.9,1153.968,732.1920000000001,124.12800000000001,3922.8000000000006,54740.508,19135.5,5608.871999999999,138.35999999999999,100.54799999999999
Red Rice,"Radish Sambol, Garlic curry, Polos Ambula","Red Rice with Radish Sambol, Garlic curry, Polos Ambula","Red rice, Radish,  Coconut,  pepper, Garlic,  Coconut milk,  chillies,  curry leaves , Jackfruit,  coconut milk,  curry leaves","120.0, 180.0, 90.0, 15.0, 100.0, 40.0, 30.0, 10.0, 80.0, 30.0, 10.0","SLA009, SLB007, SLI005, SLK018, SLK011, SLK002, SLK009, SLD049",1341.6000000000001,54.27599999999999,84.56400000000002,196.344,108.012,1900.9920000000002,195.6,610.308,10.92,1535.22,967.8359999999999,668.4480000000001,127.75200000000001,5433.599999999999,53706.28799999999,5817.492,4670.964,19.728,157.968
Red Rice,"Pineapple Curry, Lotus Root Curry, Sinhala Achcharu","Red Rice with Pineapple Curry, Lotus Root Curry, Sinhala Achcharu","Red rice, Pineapple,  Coconut milk,  Spices, Lotus root,  Chillies, Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLE041, SLI005, SLK006, SLB005,  SLI005, SLK002, SLB002, SLD060, SLI017",1333.2,40.56,102.10800000000002,160.23600000000002,105.50399999999999,1568.904,140.472,494.42400000000004,11.16,1072.704,1084.0679999999998,766.764,176.184,4753.2,54160.956,18114.084,6019.523999999999,27.024,117.87599999999999
Red Rice,"Pineapple Curry, potatoe cheese Balls, Dhal Vade","Red Rice with Pineapple Curry, potatoe cheese Balls, Dhal Vade","Red rice, Pineapple,  Coconut milk,  Spices, cheese,  Potatoes,  pepper, Lentils,  chillie,  Oil","120.0, 150.0, 75.0, 30.0, 60.0, 120.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLE041, SLI005, SLK006, SLG002,  SLB006,  SLK018, SLC009, SLK002, SLJ002",3063.6,86.20800000000001,254.98800000000003,210.24,100.84799999999998,319.77599999999995,135.648,100.99200000000002,8.112,1773.144,1950.78,710.844,1645.44,4243.2,53868.612,18128.087999999996,5514.9,24.695999999999998,151.956
Red Rice,"Bathala Curry, Dhal Vade, Mango Chutney","Red Rice with Bathala Curry, Dhal Vade, Mango Chutney","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Lentils,  chillie,  Oil, Mango,  Vinegar,  sugar","120.0, 150.0, 60.0, 15.0, 9.0, 100.0, 30.0, 60.0, 40.0, 10.0, 10.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLC009, SLK002, SLJ002, SLE030, SLI017, SLI011",3299.9999999999995,72.852,223.18800000000002,347.892,125.81999999999998,1951.884,160.416,404.076,10.38,1856.028,1407.9240000000002,961.8960000000002,138.996,5392.8,54436.968,18326.34,6465.923999999999,149.412,179.34
Red Rice,"Carrot Curry, Lotus Root Curry, Dry Fish Curry","Red Rice with Carrot Curry, Lotus Root Curry, Dry Fish Curry","Red rice, Carrot,  Coconut milk,  Spices, Lotus root,  Chillies, Dry fish","120.0, 150.0, 135.0, 15.0, 100.0, 30.0, 50.0","SLA009, SLB002, SLI005, SLK006, SLB005,  SLI005, SLK002, SLF020,  SLK002",1351.1999999999998,61.056,104.46000000000001,146.31600000000003,94.932,1580.484,8.448,151.044,11.22,1540.008,1147.3799999999999,715.368,257.556,4500.0,55600.5,18718.343999999997,6170.4,16.188,116.556
Red Rice,"Leeks Curry, Ginger Chicken, Mango Chutney","Red Rice with Leeks Curry, Ginger Chicken, Mango Chutney","Red rice, Leeks,  Coconut milk,  Chillies, Chicken,  Ginger, Mango,  Vinegar,  sugar","120.0, 150.0, 75.0, 50.0, 100.0, 50.0, 40.0, 10.0, 10.0","SLA009, SLD055,  SLI005, SLK002, SLH006, SLK012, SLE030, SLI017, SLI011",1338.0000000000002,46.32,16.788,245.496,19.308,301.94399999999996,9.995999999999999,136.692,1.6199999999999999,124.22400000000002,626.628,210.432,75.53999999999999,1995.6000000000001,2407.2000000000003,2209.9320000000002,2565.6,133.236,101.952
Red Rice,"Carrot Sambol, Kiri Hodi, Kappa Masala","Red Rice with Carrot Sambol, Kiri Hodi, Kappa Masala","Red rice, Carrot,  Coconut,  pepper, Coconut milk, Cassava","120.0, 150.0, 55.0, 15.0, 120.0, 60.0","SLA009, SLB002,  SLI005,  SLK018, SLI005, SLI014",973.2,21.816000000000003,79.272,155.61599999999999,30.012,1503.6,1.416,30.672000000000004,6.948,98.85600000000001,547.956,173.784,101.28,1600.8,52401.3,5117.232,2248.8,11.808,92.05199999999999
Red Rice,"Pol Sambol, Murukku, Polos Mallum","Red Rice with Pol Sambol, Murukku, Polos Mallum","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, flour,  Chillies, Jackfruit,  Coconut,  oil","120.0, 150.0, 15.0, 30.0, 9.0, 9.0, 100.0, 40.0, 50.0, 30.0, 5.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLA08,  SLK002, SLE024, SLJ002",2168.4,37.128,200.24400000000003,162.468,47.17200000000001,51.20399999999999,17.567999999999998,375.3,9.384,195.86399999999998,747.7919999999999,353.86800000000005,62.495999999999995,2878.8,52860.804,5265.528,2742.18,34.332,114.35999999999999
Red Rice,"Mango Curry, Bottle Gourd Curry, Dhal Vade","Red Rice with Mango Curry, Bottle Gourd Curry, Dhal Vade","Red rice, Mango,  Coconut milk,  Spices, Bottle gourd,  Chillies, Lentils,  chillie,  Oil","120.0, 150.0, 125.0, 30.0, 100.0, 20.0, 50.0, 15.0, 30.0","SLA009, SLE030, SLI005, SLK006, SLD015, SLK002, SLC009, SLJ002",2623.2,63.251999999999995,221.72400000000002,197.532,101.74799999999999,288.38399999999996,9.336,80.67600000000002,8.112,1027.596,1302.6,728.6040000000002,82.36800000000001,4444.8,54069.816,18267.42,5688.6359999999995,24.335999999999995,152.748
Red Rice,"Gotu Kola Sambol, Tapioca Chips, Ginger Chicken","Red Rice with Gotu Kola Sambol, Tapioca Chips, Ginger Chicken","Red rice, Gotu Kola,  Coconut,  Onion, Tapioca,  Oil,  Salt,  chillies, Chicken,  Ginger,  Chillies","120.0, 30.0, 45.0, 45.0, 100.0, 40.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLB011,  SLJ002,  SLK002, SLH006, SLK012, SLK002",1214.4,56.58,92.448,148.92000000000002,52.104000000000006,343.272,14.975999999999999,691.0200000000002,10.644,295.236,935.76,443.08799999999997,165.83999999999997,3496.8,54009.0,6441.204000000001,3800.8920000000003,14.687999999999999,118.46399999999998
Red Rice,"Fenugreek Curry, Chickpea Salad, Jackfruit Mallum","Red Rice with Fenugreek Curry, Chickpea Salad, Jackfruit Mallum","Red rice, Fenugreek,  Coconut milk,  Chillies, Chickpeas,  Carrot,  Cabbage, Jackfruit,  Coconut","120.0, 150.0, 75.0, 30.0, 120.0, 60.0, 60.0, 60.0, 30.0","SLA009, SLK010,  SLI005, SLK002, SLI013, SLB002, SLD021, SLD049, SLI005",1357.1999999999998,68.076,90.144,169.104,100.632,1563.48,17.676000000000002,217.30800000000005,7.392,394.092,1424.0880000000002,491.1840000000001,165.15600000000003,3506.4000000000005,53567.568,6006.2880000000005,6787.2119999999995,22.38,99.89999999999999
Red Rice,"Spinach Curry, Jaffna Crab Curry, Ulundu Wade","Red Rice with Spinach Curry, Jaffna Crab Curry, Ulundu Wade","Red rice, Spinach,  Coconut milk,  Spices, Crab,  Chillies, Urad,  flour,  Oil","120.0, 90.0, 170.0, 90.0, 100.0, 20.0, 30.0, 40.0, 20.0","SLA009, SLI022,  SLI005, SLK006, SLF045, SLK002, SLI020,  SLA08,  SLJ002",1296.0,69.84,27.048000000000002,188.244,100.056,83.988,8.675999999999998,71.616,4.356,1139.976,843.396,577.8360000000001,507.072,3295.2000000000003,2060.532,13626.924,4068.0,4.308,99.228
Red Rice,"Capsicum Curry, Fish Cutlets, Sinhala Achcharu","Red Rice with Capsicum Curry, Fish Cutlets, Sinhala Achcharu","Red rice, Capsicum,  Coconut milk,  Chillies, Fish,  Potatoes, Carrot,  onion,  green chillies,  Vinegar","120.0, 150.0, 75.0, 50.0, 60.0, 100.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLF045,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLB002, SLD060, SLI017",758.4,49.992000000000004,9.024,109.5,20.508,1561.092,13.355999999999998,378.216,7.5840000000000005,398.664,823.524,279.684,557.52,2047.2,3190.6439999999993,1843.9320000000002,2517.3480000000004,5.867999999999999,95.67599999999999
Red Rice,"Okra Curry, Batu Moju, Jackfruit Mallum","Red Rice with Okra Curry, Batu Moju, Jackfruit Mallum","Red rice, Okra,  Coconut milk,  Chillies, Eggplant,  garlic, Jackfruit,  Coconut","120.0, 150.0, 75.0, 30.0, 140.0, 30.0, 10.0, 60.0","SLA009, SLD053,  SLI005, SLK002, SLD019, SLK011, SLD049, SLI005",1034.4,36.792,80.46000000000001,149.94000000000003,52.704,88.28399999999999,25.427999999999997,105.396,7.5600000000000005,266.59200000000004,809.8319999999999,326.892,55.980000000000004,2908.8,52727.1,5220.504,2984.5560000000005,19.524,114.16799999999999
Red Rice,"Gotu Kola Sambol, Mango Curry, Fish Cutlets","Red Rice with Gotu Kola Sambol, Mango Curry, Fish Cutlets","Red rice, Gotu Kola,  Coconut,  Onion, Mango,  Coconut milk,  Spices, Fish,  Potatoes,  Chillies","120.0, 30.0, 45.0, 45.0, 100.0, 50.0, 20.0, 30.0, 50.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLE030, SLK006, SLF034,  SLB006,  SLK002",1276.8,56.891999999999996,104.64,131.928,94.70400000000001,524.304,6.383999999999999,631.1520000000002,12.611999999999998,1141.3680000000002,1164.168,768.3,244.212,4137.6,55963.212,19089.048,5646.948,21.575999999999997,99.61199999999998
Red Rice,"Chicken Curry, Banana Blossom Curry, Jackfruit Mallum","Red Rice with Chicken Curry, Banana Blossom Curry, Jackfruit Mallum","Red rice, Chicken,  Coconut milk,  Spices, Banana blossom, Jackfruit,  Coconut","120.0, 120.0, 50.0, 25.0, 40.0, 60.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLD065, SLD049",1386.0000000000002,65.316,111.19200000000001,138.0,92.616,36.528000000000006,9.804,127.35600000000001,7.968000000000001,984.36,1103.8559999999998,656.316,120.22800000000002,3768.0,54723.456,19187.712,5256.0,14.232,112.94399999999999
Red Rice,"Dhal Curry, Egg Curry, Tropical Salad","Red Rice with Dhal Curry, Egg Curry, Tropical Salad","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Egg,  Chillies, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","120.0, 240.0, 80.0, 15.0, 15.0, 100.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLH001,  SLI005, SLK002, SLD058, SLE001, SLB002, SLE041, SLD038",2248.8,90.87600000000002,124.248,291.21599999999995,141.68399999999997,1849.308,176.38799999999998,245.68800000000002,15.635999999999997,1304.1,1980.984,1076.592,411.1560000000001,8274.0,60759.719999999994,24751.307999999997,10604.495999999997,44.916000000000004,211.81199999999998
Red Rice,"Carrot Sambol, Sprats Fry, Simmered Fish Roe","Red Rice with Carrot Sambol, Sprats Fry, Simmered Fish Roe","Red rice, Carrot,  Coconut,  pepper, Dried fish,  Oil,  Chillies, Fish,  flour,  egg","120.0, 150.0, 30.0, 15.0, 80.0, 70.0, 20.0, 70.0, 20.0, 10.0","SLA009, SLB002,  SLI005,  SLK018, SLF019, SLJ002, SLK002, SLF054, SLA018, SLH001",2704.8,135.228,151.44,195.756,17.76,1825.1639999999998,18.72,134.784,3.84,225.97199999999998,1448.952,349.248,13072.668000000001,2749.2000000000003,10348.716,9578.556,6596.724,7.488000000000001,179.7
Red Rice,"Eggplant Curry, Beetroot Curry, Banana Blossom Curry","Red Rice with Eggplant Curry, Beetroot Curry, Banana Blossom Curry","Red rice, Eggplant,  Spices,  Coconut milk, Beetroot, curry leaves, Banana blossom","120.0, 90.0, 21.0, 80.0, 60.0, 4.0, 20.0","SLA009, SLD019, SLK006, SLI005, , SLB001, SLK009, SLD065",1286.4,47.94,101.49600000000001,149.1,114.432,1724.496,153.024,405.85200000000003,10.091999999999999,1784.592,1012.0920000000001,885.06,190.37999999999997,4388.400000000001,54169.223999999995,18058.896,5605.356,19.067999999999998,119.74799999999999
